region,caja,year,tax_class,currency,amount
Chile,Concepción,1785,silver_tax,OCHO,52.0
Chile,Concepción,1786,silver_tax,OCHO,50.0
Chile,Concepción,1787,silver_tax,OCHO,50.0
Chile,Concepción,1788,silver_tax,OCHO,50.0
Chile,MENDOZA,1781,mercury_sales,OCHO,6092.0
Chile,MENDOZA,1783,mercury_sales,OCHO,30.0
Chile,MENDOZA,1784,mercury_sales,OCHO,1080.0
Chile,MENDOZA,1785,mercury_sales,OCHO,480.0
Chile,MENDOZA,1786,mercury_sales,OCHO,390.0
Chile,MENDOZA,1786,silver_other,OCHO,640.0
Chile,MENDOZA,1787,mercury_sales,OCHO,609.0
Chile,MENDOZA,1787,silver_other,OCHO,494.0
Chile,MENDOZA,1788,gold_tax,OCHO,91.0
Chile,MENDOZA,1788,mercury_sales,OCHO,609.0
Chile,MENDOZA,1788,silver_other,OCHO,351.0
Chile,MENDOZA,1789,gold_tax,OCHO,44.0
Chile,MENDOZA,1789,mercury_sales,OCHO,3979.0
Chile,MENDOZA,1789,silver_tax,OCHO,125.0
Chile,MENDOZA,1790,gold_tax,OCHO,88.0
Chile,MENDOZA,1790,mercury_sales,OCHO,4917.0
Chile,MENDOZA,1790,silver_tax,OCHO,354.0
Chile,MENDOZA,1791,gold_tax,OCHO,125.0
Chile,MENDOZA,1791,mercury_sales,OCHO,19480.0
Chile,MENDOZA,1791,silver_tax,OCHO,622.0
Chile,MENDOZA,1792,gold_tax,OCHO,109.0
Chile,MENDOZA,1792,mercury_sales,OCHO,19480.0
Chile,MENDOZA,1792,silver_tax,OCHO,814.0
Chile,MENDOZA,1793,gold_tax,OCHO,223.0
Chile,MENDOZA,1793,mercury_sales,OCHO,18251.0
Chile,MENDOZA,1793,silver_tax,OCHO,556.0
Chile,MENDOZA,1794,mercury_sales,OCHO,18068.0
Chile,MENDOZA,1795,gold_tax,OCHO,904.0
Chile,MENDOZA,1795,mercury_sales,OCHO,17812.0
Chile,MENDOZA,1796,gold_tax,OCHO,300.0
Chile,MENDOZA,1796,mercury_sales,OCHO,13634.0
Chile,MENDOZA,1796,silver_tax,OCHO,943.0
Chile,MENDOZA,1797,mercury_sales,OCHO,12264.0
Chile,MENDOZA,1798,gold_tax,OCHO,518.0
Chile,MENDOZA,1798,mercury_sales,OCHO,12043.0
Chile,MENDOZA,1799,gold_tax,OCHO,171.0
Chile,MENDOZA,1799,mercury_sales,OCHO,9491.0
Chile,MENDOZA,1799,silver_tax,OCHO,36.0
Chile,MENDOZA,1800,gold_tax,OCHO,1047.0
Chile,MENDOZA,1800,mercury_sales,OCHO,9624.0
Chile,MENDOZA,1800,silver_tax,OCHO,139.0
Chile,MENDOZA,1801,gold_tax,OCHO,374.0
Chile,MENDOZA,1801,mercury_sales,OCHO,6881.0
Chile,MENDOZA,1801,silver_tax,OCHO,1737.0
Chile,MENDOZA,1802,gold_tax,OCHO,475.0
Chile,MENDOZA,1802,mercury_sales,OCHO,1735.0
Chile,MENDOZA,1803,gold_tax,OCHO,356.0
Chile,MENDOZA,1803,mercury_sales,OCHO,2737.0
Chile,MENDOZA,1805,gold_tax,OCHO,74.0
Chile,MENDOZA,1805,mercury_sales,OCHO,894.0
Chile,MENDOZA,1805,silver_tax,OCHO,91.0
Chile,MENDOZA,1806,gold_tax,OCHO,464.0
Chile,MENDOZA,1806,mercury_sales,OCHO,37.0
Chile,MENDOZA,1806,silver_tax,OCHO,327.0
Chile,MENDOZA,1807,gold_tax,OCHO,528.0
Chile,MENDOZA,1807,mercury_sales,OCHO,1752.0
Chile,MENDOZA,1808,gold_tax,OCHO,679.0
Chile,MENDOZA,1808,mercury_sales,OCHO,444.0
Chile,MENDOZA,1809,gold_tax,OCHO,881.0
Chile,MENDOZA,1809,mercury_sales,OCHO,222.0
Chile,MENDOZA,1811,gold_tax,OCHO,219.0
Chile,MENDOZA,1811,mercury_sales,OCHO,775.0
Chile,MENDOZA,1812,gold_tax,OCHO,1104.0
Chile,MENDOZA,1812,mercury_sales,OCHO,250.0
Chile,MENDOZA,1814,gold_tax,OCHO,47.0
Chile,MENDOZA,1814,mercury_sales,OCHO,267.0
Chile,Santiago de Chile,1613,gold_tax,OCHO,652.0
Chile,Santiago de Chile,1614,gold_tax,OCHO,1279.0
Chile,Santiago de Chile,1616,gold_tax,OCHO,1813.0
Chile,Santiago de Chile,1617,gold_tax,OCHO,880.0
Chile,Santiago de Chile,1621,gold_tax,OCHO,233.0
Chile,Santiago de Chile,1622,gold_tax,OCHO,51.0
Chile,Santiago de Chile,1623,gold_tax,OCHO,370.0
Chile,Santiago de Chile,1625,gold_tax,OCHO,590.0
Chile,Santiago de Chile,1626,gold_tax,OCHO,119.0
Chile,Santiago de Chile,1629,gold_tax,OCHO,486.0
Chile,Santiago de Chile,1630,gold_tax,OCHO,62.0
Chile,Santiago de Chile,1634,gold_tax,OCHO,843.0
Chile,Santiago de Chile,1635,gold_tax,OCHO,800.0
Chile,Santiago de Chile,1637,gold_tax,OCHO,165.0
Chile,Santiago de Chile,1638,gold_tax,OCHO,183.0
Chile,Santiago de Chile,1639,gold_tax,OCHO,83.0
Chile,Santiago de Chile,1643,gold_tax,OCHO,5.0
Chile,Santiago de Chile,1671,gold_tax,OCHO,277.0
Chile,Santiago de Chile,1677,gold_tax,OCHO,66.0
Chile,Santiago de Chile,1678,mercury_sales,OCHO,168.0
Chile,Santiago de Chile,1679,mercury_sales,OCHO,168.0
Chile,Santiago de Chile,1691,mercury_sales,OCHO,320.0
Chile,Santiago de Chile,1692,gold_other,OCHO,196.0
Chile,Santiago de Chile,1692,mercury_sales,OCHO,939.0
Chile,Santiago de Chile,1693,gold_other,OCHO,1811.0
Chile,Santiago de Chile,1693,mercury_sales,OCHO,2114.0
Chile,Santiago de Chile,1694,gold_other,OCHO,395.0
Chile,Santiago de Chile,1695,gold_other,OCHO,362.0
Chile,Santiago de Chile,1696,gold_other,OCHO,700.0
Chile,Santiago de Chile,1697,gold_other,OCHO,1080.0
Chile,Santiago de Chile,1698,gold_other,OCHO,114.0
Chile,Santiago de Chile,1698,mercury_sales,OCHO,2386.0
Chile,Santiago de Chile,1699,gold_other,OCHO,392.0
Chile,Santiago de Chile,1699,mercury_sales,OCHO,2386.0
Chile,Santiago de Chile,1700,gold_other,OCHO,268.0
Chile,Santiago de Chile,1700,mercury_sales,OCHO,2768.0
Chile,Santiago de Chile,1701,gold_other,OCHO,232.0
Chile,Santiago de Chile,1701,mercury_sales,OCHO,6382.0
Chile,Santiago de Chile,1702,gold_other,OCHO,396.0
Chile,Santiago de Chile,1703,gold_other,OCHO,116.0
Chile,Santiago de Chile,1705,gold_other,OCHO,280.0
Chile,Santiago de Chile,1707,gold_other,OCHO,81.0
Chile,Santiago de Chile,1711,gold_other,OCHO,241.0
Chile,Santiago de Chile,1711,mercury_sales,OCHO,1506.0
Chile,Santiago de Chile,1713,gold_other,OCHO,3189.0
Chile,Santiago de Chile,1714,gold_other,OCHO,440.0
Chile,Santiago de Chile,1715,gold_other,OCHO,620.0
Chile,Santiago de Chile,1716,gold_other,OCHO,5131.0
Chile,Santiago de Chile,1731,gold_other,OCHO,360.0
Chile,Santiago de Chile,1732,gold_other,OCHO,4520.0
Chile,Santiago de Chile,1733,gold_other,OCHO,4205.0
Chile,Santiago de Chile,1734,gold_other,OCHO,4205.0
Chile,Santiago de Chile,1740,gold_other,OCHO,4500.0
Chile,Santiago de Chile,1741,gold_other,OCHO,9000.0
Chile,Santiago de Chile,1741,mercury_sales,OCHO,4152.0
Chile,Santiago de Chile,1742,gold_other,OCHO,4500.0
Chile,Santiago de Chile,1743,gold_other,OCHO,5000.0
Chile,Santiago de Chile,1744,gold_other,OCHO,13360.0
Chile,Santiago de Chile,1744,mercury_sales,OCHO,4045.0
Chile,Santiago de Chile,1745,gold_other,OCHO,9180.0
Chile,Santiago de Chile,1746,gold_other,OCHO,5611.0
Chile,Santiago de Chile,1747,gold_other,OCHO,20659.0
Chile,Santiago de Chile,1748,gold_other,OCHO,2299.0
Chile,Santiago de Chile,1749,gold_other,OCHO,20754.0
Chile,Santiago de Chile,1750,gold_other,OCHO,7612.0
Chile,Santiago de Chile,1751,gold_other,OCHO,15536.0
Chile,Santiago de Chile,1752,gold_other,OCHO,6464.0
Chile,Santiago de Chile,1754,gold_other,OCHO,6142.0
Chile,Santiago de Chile,1755,gold_other,OCHO,19608.0
Chile,Santiago de Chile,1756,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1757,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1758,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1759,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1760,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1761,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1761,silver_tax,OCHO,74.0
Chile,Santiago de Chile,1762,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1762,silver_tax,OCHO,1136.0
Chile,Santiago de Chile,1763,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1764,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1764,silver_tax,OCHO,844.0
Chile,Santiago de Chile,1765,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1765,silver_tax,OCHO,394.0
Chile,Santiago de Chile,1766,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1766,silver_tax,OCHO,1016.0
Chile,Santiago de Chile,1767,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1767,silver_tax,OCHO,1277.0
Chile,Santiago de Chile,1768,gold_other,OCHO,9275.0
Chile,Santiago de Chile,1768,silver_tax,OCHO,1091.0
Chile,Santiago de Chile,1769,gold_tax,OCHO,18550.0
Chile,Santiago de Chile,1769,silver_other,OCHO,12840.0
Chile,Santiago de Chile,1769,silver_tax,OCHO,1231.0
Chile,Santiago de Chile,1770,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1770,silver_other,OCHO,2346.0
Chile,Santiago de Chile,1770,silver_tax,OCHO,1058.0
Chile,Santiago de Chile,1771,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1771,silver_tax,OCHO,334.0
Chile,Santiago de Chile,1772,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1772,silver_tax,OCHO,1378.0
Chile,Santiago de Chile,1773,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1773,mercury_sales,OCHO,8000.0
Chile,Santiago de Chile,1773,silver_tax,OCHO,1759.0
Chile,Santiago de Chile,1774,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1774,silver_tax,OCHO,8.0
Chile,Santiago de Chile,1775,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1775,silver_tax,OCHO,2894.0
Chile,Santiago de Chile,1776,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1776,mercury_sales,OCHO,19000.0
Chile,Santiago de Chile,1776,silver_tax,OCHO,2580.0
Chile,Santiago de Chile,1777,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1777,mercury_sales,OCHO,15132.0
Chile,Santiago de Chile,1777,silver_tax,OCHO,6574.0
Chile,Santiago de Chile,1778,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1778,mercury_sales,OCHO,12081.0
Chile,Santiago de Chile,1778,silver_tax,OCHO,10158.0
Chile,Santiago de Chile,1779,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1779,mercury_sales,OCHO,9546.0
Chile,Santiago de Chile,1779,silver_tax,OCHO,13170.0
Chile,Santiago de Chile,1780,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1780,mercury_sales,OCHO,8070.0
Chile,Santiago de Chile,1780,silver_tax,OCHO,10772.0
Chile,Santiago de Chile,1781,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1781,mercury_sales,OCHO,21961.0
Chile,Santiago de Chile,1781,silver_tax,OCHO,14875.0
Chile,Santiago de Chile,1782,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1782,mercury_sales,OCHO,13194.0
Chile,Santiago de Chile,1782,silver_tax,OCHO,6859.0
Chile,Santiago de Chile,1783,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1783,mercury_sales,OCHO,7907.0
Chile,Santiago de Chile,1783,silver_tax,OCHO,11255.0
Chile,Santiago de Chile,1784,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1784,mercury_sales,OCHO,38805.0
Chile,Santiago de Chile,1784,silver_tax,OCHO,18392.0
Chile,Santiago de Chile,1785,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1785,mercury_sales,OCHO,14421.0
Chile,Santiago de Chile,1785,silver_tax,OCHO,16567.0
Chile,Santiago de Chile,1786,gold_tax,OCHO,9275.0
Chile,Santiago de Chile,1786,mercury_sales,OCHO,20713.0
Chile,Santiago de Chile,1786,silver_tax,OCHO,22246.0
Chile,Santiago de Chile,1787,gold_tax,OCHO,16941.0
Chile,Santiago de Chile,1787,mercury_sales,OCHO,7586.0
Chile,Santiago de Chile,1787,silver_tax,OCHO,21766.0
Chile,Santiago de Chile,1788,gold_tax,OCHO,18127.0
Chile,Santiago de Chile,1788,mercury_sales,OCHO,12524.0
Chile,Santiago de Chile,1788,silver_tax,OCHO,28485.0
Chile,Santiago de Chile,1789,gold_tax,OCHO,19771.0
Chile,Santiago de Chile,1789,mercury_sales,OCHO,19364.0
Chile,Santiago de Chile,1789,silver_tax,OCHO,24874.0
Chile,Santiago de Chile,1790,gold_tax,OCHO,18842.0
Chile,Santiago de Chile,1790,mercury_sales,OCHO,39337.0
Chile,Santiago de Chile,1790,silver_tax,OCHO,20428.0
Chile,Santiago de Chile,1791,gold_tax,OCHO,20281.0
Chile,Santiago de Chile,1791,mercury_sales,OCHO,62843.0
Chile,Santiago de Chile,1791,silver_tax,OCHO,22072.0
Chile,Santiago de Chile,1792,gold_tax,OCHO,19520.0
Chile,Santiago de Chile,1792,mercury_sales,OCHO,78850.0
Chile,Santiago de Chile,1792,silver_other,OCHO,2620.0
Chile,Santiago de Chile,1792,silver_tax,OCHO,17206.0
Chile,Santiago de Chile,1793,gold_tax,OCHO,17603.0
Chile,Santiago de Chile,1793,mercury_sales,OCHO,48552.0
Chile,Santiago de Chile,1793,silver_other,OCHO,3427.0
Chile,Santiago de Chile,1793,silver_tax,OCHO,22505.0
Chile,Santiago de Chile,1794,gold_tax,OCHO,20533.0
Chile,Santiago de Chile,1794,mercury_sales,OCHO,77762.0
Chile,Santiago de Chile,1794,silver_other,OCHO,2863.0
Chile,Santiago de Chile,1794,silver_tax,OCHO,18805.0
Chile,Santiago de Chile,1795,gold_tax,OCHO,22392.0
Chile,Santiago de Chile,1795,mercury_sales,OCHO,169410.0
Chile,Santiago de Chile,1795,silver_other,OCHO,3525.0
Chile,Santiago de Chile,1795,silver_tax,OCHO,23151.0
Chile,Santiago de Chile,1796,gold_tax,OCHO,21255.0
Chile,Santiago de Chile,1796,mercury_sales,OCHO,240787.0
Chile,Santiago de Chile,1796,silver_other,OCHO,3156.0
Chile,Santiago de Chile,1796,silver_tax,OCHO,20723.0
Chile,Santiago de Chile,1797,gold_tax,OCHO,21650.0
Chile,Santiago de Chile,1797,mercury_sales,OCHO,243444.0
Chile,Santiago de Chile,1797,silver_other,OCHO,3369.0
Chile,Santiago de Chile,1797,silver_tax,OCHO,22125.0
Chile,Santiago de Chile,1798,gold_tax,OCHO,20441.0
Chile,Santiago de Chile,1798,mercury_sales,OCHO,297935.0
Chile,Santiago de Chile,1798,silver_other,OCHO,2581.0
Chile,Santiago de Chile,1798,silver_tax,OCHO,16950.0
Chile,Santiago de Chile,1799,gold_tax,OCHO,19720.0
Chile,Santiago de Chile,1799,mercury_sales,OCHO,159424.0
Chile,Santiago de Chile,1799,silver_other,OCHO,2892.0
Chile,Santiago de Chile,1799,silver_tax,OCHO,18986.0
Chile,Santiago de Chile,1800,gold_tax,OCHO,21977.0
Chile,Santiago de Chile,1800,mercury_sales,OCHO,187176.0
Chile,Santiago de Chile,1800,silver_other,OCHO,2713.0
Chile,Santiago de Chile,1800,silver_tax,OCHO,17814.0
Chile,Santiago de Chile,1801,gold_tax,OCHO,18098.0
Chile,Santiago de Chile,1801,mercury_sales,OCHO,66101.0
Chile,Santiago de Chile,1801,silver_other,OCHO,2931.0
Chile,Santiago de Chile,1801,silver_tax,OCHO,19243.0
Chile,Santiago de Chile,1803,gold_tax,OCHO,18997.0
Chile,Santiago de Chile,1803,mercury_sales,OCHO,47065.0
Chile,Santiago de Chile,1803,silver_other,OCHO,1951.0
Chile,Santiago de Chile,1803,silver_tax,OCHO,12805.0
Chile,Santiago de Chile,1804,gold_tax,OCHO,21017.0
Chile,Santiago de Chile,1804,mercury_sales,OCHO,48742.0
Chile,Santiago de Chile,1804,silver_other,OCHO,1936.0
Chile,Santiago de Chile,1804,silver_tax,OCHO,12716.0
Chile,Santiago de Chile,1805,gold_tax,OCHO,18091.0
Chile,Santiago de Chile,1805,mercury_sales,OCHO,72225.0
Chile,Santiago de Chile,1805,silver_other,OCHO,2567.0
Chile,Santiago de Chile,1805,silver_tax,OCHO,16852.0
Chile,Santiago de Chile,1807,gold_tax,OCHO,15830.0
Chile,Santiago de Chile,1807,mercury_sales,OCHO,143598.0
Chile,Santiago de Chile,1807,silver_other,OCHO,2245.0
Chile,Santiago de Chile,1807,silver_tax,OCHO,14736.0
Chile,Santiago de Chile,1808,gold_tax,OCHO,16703.0
Chile,Santiago de Chile,1808,mercury_sales,OCHO,256541.0
Chile,Santiago de Chile,1808,silver_other,OCHO,2446.0
Chile,Santiago de Chile,1808,silver_tax,OCHO,16058.0
Chile,Santiago de Chile,1809,gold_tax,OCHO,18177.0
Chile,Santiago de Chile,1809,mercury_sales,OCHO,187570.0
Chile,Santiago de Chile,1809,silver_other,OCHO,2114.0
Chile,Santiago de Chile,1809,silver_tax,OCHO,13880.0
Chile,Santiago de Chile,1810,gold_tax,OCHO,19335.0
Chile,Santiago de Chile,1810,mercury_sales,OCHO,179483.0
Chile,Santiago de Chile,1810,silver_other,OCHO,1661.0
Chile,Santiago de Chile,1810,silver_tax,OCHO,10684.0
New Spain,ACAPULCO,1591,silver_other,MONTO,6988.0
New Spain,ACAPULCO,1593,silver_other,MONTO,2062.0
New Spain,ACAPULCO,1598,silver_other,MONTO,419.0
New Spain,ACAPULCO,1601,silver_other,MONTO,12985.0
New Spain,ACAPULCO,1606,silver_other,MONTO,7777.0
New Spain,ACAPULCO,1608,silver_other,MONTO,9567.0
New Spain,ACAPULCO,1609,silver_other,MONTO,7879.0
New Spain,ACAPULCO,1610,silver_other,MONTO,9204.0
New Spain,ACAPULCO,1611,silver_other,MONTO,8665.0
New Spain,ACAPULCO,1612,silver_other,MONTO,8225.0
New Spain,ACAPULCO,1615,silver_other,MONTO,15964.0
New Spain,ACAPULCO,1616,silver_other,MONTO,9130.0
New Spain,ACAPULCO,1617,silver_other,MONTO,2539.0
New Spain,ACAPULCO,1618,silver_other,MONTO,14606.0
New Spain,ACAPULCO,1619,silver_other,MONTO,9815.0
New Spain,ACAPULCO,1620,silver_other,MONTO,7670.0
New Spain,ACAPULCO,1621,silver_other,MONTO,8851.0
New Spain,ACAPULCO,1622,silver_other,MONTO,8310.0
New Spain,ACAPULCO,1623,silver_other,MONTO,8560.0
New Spain,ACAPULCO,1624,silver_other,MONTO,8960.0
New Spain,ACAPULCO,1625,silver_other,MONTO,6565.0
New Spain,ACAPULCO,1626,silver_other,MONTO,10488.0
New Spain,ACAPULCO,1627,silver_other,MONTO,13054.0
New Spain,ACAPULCO,1628,silver_other,MONTO,11395.0
New Spain,ACAPULCO,1629,silver_other,MONTO,9768.0
New Spain,ACAPULCO,1630,silver_other,MONTO,6249.0
New Spain,ACAPULCO,1631,silver_other,MONTO,5112.0
New Spain,ACAPULCO,1632,silver_other,MONTO,9437.0
New Spain,ACAPULCO,1634,silver_other,MONTO,10801.0
New Spain,ACAPULCO,1635,silver_other,MONTO,7950.0
New Spain,ACAPULCO,1636,silver_other,MONTO,2550.0
New Spain,ACAPULCO,1639,silver_other,MONTO,2933.0
New Spain,ACAPULCO,1640,silver_other,MONTO,4496.0
New Spain,ACAPULCO,1641,silver_other,MONTO,5509.0
New Spain,ACAPULCO,1642,silver_other,MONTO,2254.0
New Spain,ACAPULCO,1643,silver_other,MONTO,7128.0
New Spain,ACAPULCO,1644,silver_other,MONTO,4281.0
New Spain,ACAPULCO,1645,silver_other,MONTO,6730.0
New Spain,ACAPULCO,1648,silver_other,MONTO,58.0
New Spain,ACAPULCO,1649,silver_other,MONTO,1674.0
New Spain,ACAPULCO,1650,silver_other,MONTO,2281.0
New Spain,ACAPULCO,1653,silver_other,MONTO,6723.0
New Spain,ACAPULCO,1654,silver_other,MONTO,2164.0
New Spain,ACAPULCO,1655,silver_other,MONTO,6972.0
New Spain,ACAPULCO,1658,silver_other,MONTO,8326.0
New Spain,ACAPULCO,1659,silver_other,MONTO,6821.0
New Spain,ACAPULCO,1662,silver_other,MONTO,108.0
New Spain,ACAPULCO,1663,silver_other,MONTO,5053.0
New Spain,ACAPULCO,1664,silver_other,MONTO,5782.0
New Spain,ACAPULCO,1665,silver_other,MONTO,5405.0
New Spain,ACAPULCO,1666,silver_other,MONTO,2030.0
New Spain,ACAPULCO,1667,silver_other,MONTO,4861.0
New Spain,ACAPULCO,1668,silver_other,MONTO,2338.0
New Spain,ACAPULCO,1669,silver_other,MONTO,507.0
New Spain,ACAPULCO,1671,silver_other,MONTO,2475.0
New Spain,ACAPULCO,1672,silver_other,MONTO,1463.0
New Spain,ACAPULCO,1673,silver_other,MONTO,4591.0
New Spain,ACAPULCO,1674,silver_other,MONTO,4554.0
New Spain,ACAPULCO,1675,silver_other,MONTO,8408.0
New Spain,ACAPULCO,1676,silver_other,MONTO,3656.0
New Spain,ACAPULCO,1677,silver_other,MONTO,2823.0
New Spain,ACAPULCO,1678,silver_other,MONTO,1107.0
New Spain,ACAPULCO,1679,silver_other,MONTO,5114.0
New Spain,ACAPULCO,1680,silver_other,MONTO,3734.0
New Spain,ACAPULCO,1681,silver_other,MONTO,1256.0
New Spain,ACAPULCO,1682,silver_other,MONTO,7721.0
New Spain,ACAPULCO,1684,silver_other,MONTO,4798.0
New Spain,ACAPULCO,1685,silver_other,MONTO,1126.0
New Spain,ACAPULCO,1693,silver_other,MONTO,2436.0
New Spain,ACAPULCO,1708,silver_other,MONTO,24689.0
New Spain,ACAPULCO,1709,silver_other,MONTO,29662.0
New Spain,ACAPULCO,1710,silver_other,MONTO,21277.0
New Spain,ACAPULCO,1711,silver_other,MONTO,13889.0
New Spain,ACAPULCO,1717,silver_other,MONTO,14541.0
New Spain,ACAPULCO,1718,silver_other,MONTO,18000.0
New Spain,ACAPULCO,1721,silver_other,MONTO,6360.0
New Spain,ACAPULCO,1722,silver_other,MONTO,5385.0
New Spain,ACAPULCO,1724,silver_other,MONTO,3811.0
New Spain,ACAPULCO,1726,silver_other,MONTO,692.0
New Spain,ACAPULCO,1727,silver_other,MONTO,4360.0
New Spain,ACAPULCO,1728,silver_other,MONTO,730.0
New Spain,ACAPULCO,1729,silver_other,MONTO,36639.0
New Spain,ACAPULCO,1730,silver_other,MONTO,112929.0
New Spain,ACAPULCO,1731,silver_other,MONTO,57290.0
New Spain,ACAPULCO,1733,silver_other,MONTO,64808.0
New Spain,ACAPULCO,1736,silver_other,MONTO,8812.0
New Spain,ACAPULCO,1741,mercury_sales,MONTO,236479.0
New Spain,ACAPULCO,1749,silver_other,MONTO,8350.0
New Spain,ACAPULCO,1753,silver_other,MONTO,266.0
New Spain,ACAPULCO,1755,silver_other,MONTO,4738.0
New Spain,ACAPULCO,1757,silver_other,MONTO,7625.0
New Spain,ACAPULCO,1758,silver_other,MONTO,1519.0
New Spain,ACAPULCO,1759,silver_other,MONTO,1575.0
New Spain,ACAPULCO,1761,silver_other,MONTO,4594.0
New Spain,ACAPULCO,1762,silver_other,MONTO,25557.0
New Spain,ACAPULCO,1765,silver_other,MONTO,17870.0
New Spain,ACAPULCO,1766,silver_other,MONTO,39838.0
New Spain,ACAPULCO,1767,silver_other,MONTO,2978.0
New Spain,ACAPULCO,1770,silver_other,MONTO,1286.0
New Spain,ACAPULCO,1772,silver_other,MONTO,2678.0
New Spain,ACAPULCO,1787,silver_other,MONTO,1250.0
New Spain,ACAPULCO,1788,silver_other,MONTO,750.0
New Spain,ACAPULCO,1790,silver_other,MONTO,5023.0
New Spain,ACAPULCO,1791,silver_other,MONTO,288.0
New Spain,ACAPULCO,1792,silver_other,MONTO,4619.0
New Spain,ACAPULCO,1795,silver_other,MONTO,12086.0
New Spain,ARISPE,1783,mercury_sales,MONTO,2954.0
New Spain,BOLAÑOS,1753,mercury_sales,MONTO,549367.0
New Spain,BOLAÑOS,1753,silver_tax,MONTO,1347.0
New Spain,BOLAÑOS,1754,gold_tax,MONTO,12.0
New Spain,BOLAÑOS,1754,mercury_sales,MONTO,552679.0
New Spain,BOLAÑOS,1754,silver_tax,MONTO,2729.0
New Spain,BOLAÑOS,1755,gold_tax,MONTO,22.0
New Spain,BOLAÑOS,1755,mercury_sales,MONTO,589545.0
New Spain,BOLAÑOS,1755,silver_tax,MONTO,7868.0
New Spain,BOLAÑOS,1756,mercury_sales,MONTO,461484.0
New Spain,BOLAÑOS,1756,silver_tax,MONTO,2104.0
New Spain,BOLAÑOS,1757,mercury_sales,MONTO,422838.0
New Spain,BOLAÑOS,1757,silver_tax,MONTO,2147.0
New Spain,BOLAÑOS,1758,mercury_sales,MONTO,501283.0
New Spain,BOLAÑOS,1758,silver_tax,MONTO,1781.0
New Spain,BOLAÑOS,1759,mercury_sales,MONTO,317278.0
New Spain,BOLAÑOS,1759,silver_tax,MONTO,3253.0
New Spain,BOLAÑOS,1760,mercury_sales,MONTO,280851.0
New Spain,BOLAÑOS,1760,silver_tax,MONTO,3066.0
New Spain,BOLAÑOS,1761,mercury_sales,MONTO,254183.0
New Spain,BOLAÑOS,1761,silver_tax,MONTO,642.0
New Spain,BOLAÑOS,1762,mercury_sales,MONTO,152032.0
New Spain,BOLAÑOS,1762,silver_tax,MONTO,1067.0
New Spain,BOLAÑOS,1763,mercury_sales,MONTO,123922.0
New Spain,BOLAÑOS,1763,silver_tax,MONTO,4148.0
New Spain,BOLAÑOS,1764,mercury_sales,MONTO,144154.0
New Spain,BOLAÑOS,1764,silver_tax,MONTO,1619.0
New Spain,BOLAÑOS,1765,mercury_sales,MONTO,144065.0
New Spain,BOLAÑOS,1765,silver_tax,MONTO,3330.0
New Spain,BOLAÑOS,1766,mercury_sales,MONTO,129216.0
New Spain,BOLAÑOS,1766,silver_tax,MONTO,8427.0
New Spain,BOLAÑOS,1767,mercury_sales,MONTO,114119.0
New Spain,BOLAÑOS,1767,silver_tax,MONTO,2896.0
New Spain,BOLAÑOS,1768,mercury_sales,MONTO,89488.0
New Spain,BOLAÑOS,1768,silver_tax,MONTO,5560.0
New Spain,BOLAÑOS,1769,mercury_sales,MONTO,87185.0
New Spain,BOLAÑOS,1769,silver_tax,MONTO,9039.0
New Spain,BOLAÑOS,1770,mercury_sales,MONTO,97976.0
New Spain,BOLAÑOS,1770,silver_tax,MONTO,10237.0
New Spain,BOLAÑOS,1771,mercury_sales,MONTO,81123.0
New Spain,BOLAÑOS,1771,silver_tax,MONTO,6893.0
New Spain,BOLAÑOS,1772,mercury_sales,MONTO,90693.0
New Spain,BOLAÑOS,1772,silver_tax,MONTO,6220.0
New Spain,BOLAÑOS,1773,mercury_sales,MONTO,97497.0
New Spain,BOLAÑOS,1773,silver_tax,MONTO,5078.0
New Spain,BOLAÑOS,1774,mercury_sales,MONTO,120946.0
New Spain,BOLAÑOS,1774,silver_tax,MONTO,7755.0
