tile_x,tile_y,cells_per_side,value_usd,drawn_area
3432,560,8,63645417.9895162,508709104.109375
3440,560,8,376847658.4741207,238713590.4140625
3448,560,8,284844184.8328286,140533224.1640625
3456,560,8,182740672.2934836,195725048.9453125
3464,560,8,252207904.56015077,213970184.078125
3472,560,8,375181375.3708454,507232546.3828125
3480,560,8,1488879386.2181513,1560087392.953125
3488,560,8,7585983817.510032,3261987599.2734375
3496,560,8,1921037632.6587496,4020863815.609375
3504,560,8,2989789611.387212,853954344.875
3512,560,8,2140160186.0975847,1162464548.765625
3520,560,8,665807793.5513868,4724534730.890625
3528,560,8,1586969455.3099556,6751124526.4140625
3536,560,8,808188318.283529,1049514925.2109375
3544,560,8,1535205486.4958134,2203844186.046875
3552,560,8,10181883719.034721,5425922132.0234375
3560,560,8,1463761310.7160153,1550635744.03125
3568,560,8,773594412.1256588,1222502134.78125
3576,560,8,874858217.585954,306348994.859375
3584,560,8,2805538383.453801,2496621775.4921875
3592,560,8,1083892502.1058667,2409877075.1171875
3600,560,8,441196985.81761533,334676768.7265625
3608,560,8,171098726.11531544,527030566.15625
3616,560,8,130890451.59999114,406332392.6171875
3624,560,8,357880457.03964037,626784501.796875
3632,560,8,6935300354.74876,2864598799.3203125
3640,560,8,1143182727.551912,2223038413.53125
3648,560,8,1081244267.2426043,50012992.03125
3656,560,8,614875756.9126757,41696960.3203125
3664,560,8,649460321.2117562,194928304.7890625
3672,560,8,381227066.6572792,117375852.015625
3680,560,8,1033554907.577567,677517677.953125
3688,560,8,504346494.2958324,1452761090.1875
3696,560,8,14981817826.153019,5495009194.0390625
3704,560,8,4623246374.260091,2335648879.7578125
3712,560,8,630448217.9490113,160681925.3046875
3720,560,8,606356977.8977585,1064115571.703125
3728,560,8,942205750.1510227,494240798.4765625
3736,560,8,458037075.04540086,497383357.40625
3744,560,8,657140967.8354933,544808293.1875
3752,560,8,1396629457.8067129,237607990.9765625
3760,560,8,184953490.45653003,183671550.3203125
3768,560,8,825409243.5004447,69978398.59375
3776,560,8,4776439870.99178,11074643561.390625
3784,560,8,32418618478.676083,11427152167.359375
3792,560,8,3342078718.149718,7616450701.0546875
3800,560,8,1895721271.433754,4411598438.84375
3808,560,8,1169641223.6364996,1364650506.203125
3816,560,8,1065694932.8303378,885842940.328125
3824,560,8,319867262.20873547,627017481.65625
3832,560,8,501298019.6710546,1938932021.921875
3840,560,8,2001075813.9870596,4903434034.703125
3848,560,8,1305937628.5884237,815183630.734375
3856,560,8,1001914542.6355321,590234037.328125
3864,560,8,344965582.4931524,184098688.15625
3872,560,8,344506429.9365262,13373746.4375
3880,560,8,275961663.1659647,22623187.546875
3888,560,8,46029218.104004666,82690184.03125
3896,560,8,267885420.80397522,126006053.875
3904,560,8,358240368.472384,36480770.359375
3912,560,8,39192850.19359328,45026241.28125
3920,560,8,152648713.24957925,15936928.046875
3928,560,8,67094688.04591556,7930221.9375
3936,560,8,57356678.56279896,251795194.375
3944,560,8,865103342.1879867,254437075.203125
3952,560,8,257256480.05796567,61770869.609375
3960,560,8,65774017.89943362,5038342.84375
3968,560,8,66074124.57170508,45974175.640625
3976,560,8,221070846.6736008,73085406.84375
3984,560,8,44831084.441615,31222805.53125
3992,560,8,56965511.46346511,23333601.53125
4000,560,8,35588980.18444742,78926234.96875
4008,560,8,32209019.565540813,4502525.578125
4016,560,8,32209019.565540813,8668093.78125
4024,560,8,35509114.98411364,26642895.1875
4032,560,8,276898875.2128009,326833318.515625
4040,560,8,39029674.40063599,170049097.8125
4048,560,8,38007093.3500609,495575359.34375
4056,560,8,122342229.80466309,143779157.75
4064,560,8,492481282.06789625,224115339.8125
4072,560,8,10731389234.307724,2413036342.90625
4080,560,8,1163592071.7884386,1570544890.015625
4088,560,8,357066074.4773632,1089031958.3125
4096,560,8,133288437.44670352,227515525.546875
4104,560,8,46842771.78851215,261532751.40625
4112,560,8,38593799.63484869,105241242.78125
4120,560,8,58158331.6898299,10041399.9375
4128,560,8,165248041.98092848,80202122.15625
4136,560,8,210303569.21347776,237412803.171875
4144,560,8,114808661.86236566,938677660.15625
4152,560,8,32530628.87504977,484937523.0625
4160,560,8,54523387.30032877,170711398.328125
4168,560,8,533229229.25135803,731880445.125
4176,560,8,123678247.19661573,235752467.578125
4184,560,8,59418195.31688725,473783302.703125
4192,560,8,298545587.895984,156793104.53125
4200,560,8,424123370.80090547,118295848.359375
4208,560,8,91867246.67153403,201466522.09375
4216,560,8,112257709.65500078,80900201.5625
4224,560,8,81980335.6424184,23841789.046875
4232,560,8,43705198.98880473,45053741.625
4240,560,8,32773343.69218696,23446635.28125
4248,560,8,34563042.197377026,11279647.109375
4256,560,8,32341131.99398166,6581517.109375
4264,560,8,55828756.04208324,126693279.59375
4272,560,8,40960068.11995926,121651342.15625
4280,560,8,59392554.942736804,74860420.3125
4288,560,8,84174401.26423982,11681952.265625
4296,560,8,440955277.818528,19717184.84375
4304,560,8,81539659.58403969,86854481.0625
4312,560,8,283567834.81097186,126234296.15625
4320,560,8,707591488.0537028,135339287.546875
4328,560,8,66679067.121994935,20198151.734375
4336,560,8,32272543.98992281,6543062.640625
4344,560,8,32937369.572656263,12150825.953125
4352,560,8,32209019.565540813,19040054.328125
4360,560,8,32209019.565540813,63589252.140625
4368,560,8,32626441.209880747,43011425.484375
4376,560,8,32209019.565540813,147266144.8125
4384,560,8,32209019.565540813,91296185.359375
4392,560,8,32209019.565540813,9582663.21875
4400,560,8,32237112.446554203,8817913.25
4408,560,8,32351759.432743054,31147325.921875
4416,560,8,32299926.436228637,46172216.59375
4424,560,8,32212378.108474977,29266319.21875
4432,560,8,32209019.565540813,3890987.5625
4440,560,8,32209019.565540813,23782154.171875
4448,560,8,32684483.770419605,29376765.375
4456,560,8,32854372.90914449,50328779.421875
4464,560,8,120803005.31970528,52304613.65625
4472,560,8,33232975.853947356,35707079.78125
4480,560,8,45209191.75262729,33786615.046875
4488,560,8,39348765.76953175,23991722.828125
4496,560,8,33383236.822469845,24023484.09375
4504,560,8,59627734.38297087,44980589.140625
4512,560,8,32418397.761642575,18252963.0625
4520,560,8,32209019.565540813,16542486.515625
4528,560,8,32536771.52653127,7387723.46875
4536,560,8,53260762.60225441,203792394.765625
4544,560,8,1594855079.559972,351832561.0625
4552,560,8,34641576.389407404,93454741.984375
4560,560,8,32230513.214195218,23690807.5
4568,560,8,32209019.565540813,13014366.78125
4576,560,8,32209019.565540813,15003210.21875
4584,560,8,32215310.389494315,12226300.359375
4592,560,8,32209019.565540813,11704143.953125
4600,560,8,32209019.565540813,12874858.859375
4608,560,8,32209019.565540813,33225342.734375
4616,560,8,32209019.565540813,35075164.75
4624,560,8,32209019.565540813,35388910.0625
4632,560,8,32263690.81870662,23751104.234375
4640,560,8,32209019.565540813,39321105.625
4648,560,8,33168596.12557415,392979507.796875
4656,560,8,32227500.73924171,288603713.65625
4664,560,8,32290379.1476127,880831.40625
4672,560,8,32209019.565540813,108150471.796875
4680,560,8,32243077.068012815,63077944.0
4688,560,8,32290080.397364695,12827367.609375
4696,560,8,32209019.565540813,942983761.265625
4704,560,8,8870253.95916008,150796341.25
4912,560,8,45274331.303311326,484856910.5
4920,560,8,32212937.32285575,69396064.25
4928,560,8,32209019.565540813,75763740.21875
4936,560,8,32417798.112674166,42067478.96875
4944,560,8,32209019.565540813,2971810.53125
4952,560,8,32428058.053515542,210205283.84375
4960,560,8,32734562.04460931,48332135.625
4968,560,8,34250884.925207436,45176186.53125
4976,560,8,33157056.979483884,50615570.0625
4984,560,8,29189423.981271364,238317226.78125
4992,560,8,13639776.471550176,551222747.09375
5000,560,8,3019595.584269451,677888037.0625
1144,568,8,1661903.480668201,1356266753.78125
1152,568,8,12022539.7271589,1048497688.4375
1160,568,8,12464276.105011508,336336249.4375
1168,568,8,39093333.96762921,584400544.75
1176,568,8,61377335.76681103,346099562.625
1184,568,8,45630081.98880747,312798362.75
1192,568,8,30643778.821192455,637258471.1875
1208,568,8,830951.7403341006,603298563.28125
1232,568,8,830951.7403341006,1052003287.625
1240,568,8,830951.7403341006,1438708338.375
1472,568,8,20596884.51201975,619276341.5625
1480,568,8,21293917.524225514,25253830.03125
1488,568,8,65532968.84965077,207961122.78125
1496,568,8,55378848.695128396,318845283.4375
1504,568,8,90015640.25088115,1064130964.375
1512,568,8,50162780.63466422,13802693.375
1520,568,8,37668503.96774241,4796827.125
1528,568,8,6779285.907783589,60071795.75
1536,568,8,6490456.3402729,28496258.0
1544,568,8,6477732.027018405,45290196.9375
1552,568,8,6477732.027018405,1864815.96875
1560,568,8,6477732.027018405,8748324.78125
1568,568,8,6477732.027018405,1721906.53125
1576,568,8,6477732.027018405,5268656.59375
1584,568,8,6477732.027018405,14507409.625
1592,568,8,6477732.027018405,143994826.09375
1600,568,8,6477732.027018405,4956066.125
1608,568,8,6907661.297975683,5866693.96875
1616,568,8,102249222.09391852,193717184.75
1624,568,8,42073318.372234896,137241549.71875
1632,568,8,2797947146.271389,1195062326.5625
1640,568,8,276344191.7877368,64528210.0
1648,568,8,105448348.53212902,74704198.03125
1656,568,8,166319375.69063568,61971266.40625
1664,568,8,656576204.6888802,127925514.1875
1672,568,8,728714424.2305741,375356864.890625
1680,568,8,896112898.3872267,197266662.296875
1688,568,8,139395275.17173085,436852.03125
1696,568,8,88587357.63139307,31172693.828125
1704,568,8,6477732.027018405,6278035.359375
1712,568,8,375767982.8289739,144686448.359375
1720,568,8,33030432.02352048,13380141.265625
1728,568,8,6707040.392052103,124063784.046875
1736,568,8,7998912.335551271,212183169.625
1744,568,8,11255479.20613605,141674984.515625
1752,568,8,208750631.4992924,1059646132.875
1760,568,8,6478063.899628296,410860005.5
1768,568,8,61786886.643087834,169534812.875
1776,568,8,75541013.91588205,110302780.46875
1784,568,8,87290326.20333745,162643461.921875
1792,568,8,6477732.027018405,23196158.734375
1800,568,8,6477732.027018405,3911406.671875
1808,568,8,6477732.027018405,24358256.15625
1816,568,8,6477732.027018405,63322996.359375
1824,568,8,6663903.016721616,12432048.5625
1832,568,8,11752724.605306748,8738844.3125
1840,568,8,6528550.673392765,15167241.28125
1848,568,8,101680560.32520059,30988176.9375
1856,568,8,7071805.708774412,11986701.65625
1864,568,8,6477732.027018405,23391425.40625
1872,568,8,8069219.417656744,38690935.4375
1880,568,8,31330723.199430566,34197174.0625
1888,568,8,26683728.151030056,93225705.71875
1896,568,8,6477732.027018405,48041915.390625
1904,568,8,6477732.027018405,256305607.90625
1912,568,8,6477732.027018405,217769332.953125
1920,568,8,6477732.027018405,62438326.890625
1928,568,8,265325894.86152995,55149467.03125
1936,568,8,19833581.323951676,485435101.109375
1944,568,8,141057890.621065,684195037.1875
1952,568,8,6477732.027018405,245016099.390625
1960,568,8,6477732.027018405,116097133.9375
1968,568,8,6477732.027018405,647231288.296875
1976,568,8,6477732.027018405,1144982957.46875
1984,568,8,6477732.027018405,222765324.9375
1992,568,8,6477732.027018405,215560036.5625
2000,568,8,6477732.027018405,281764557.84375
2008,568,8,6477732.027018405,44133266.390625
2016,568,8,6477732.027018405,38078492.5625
2024,568,8,36059280.34871112,483065747.84375
2032,568,8,506072.8146108129,637859555.65625
2120,568,8,2429149.5101319016,95622572.734375
2128,568,8,3036436.8876648773,183581033.6875
2136,568,8,809716.5033773005,399792156.71875
2152,568,8,303643.6887664877,707442746.40625
2160,568,8,4453440.768575153,644049063.546875
2168,568,8,6477732.027018405,57905739.921875
2176,568,8,6477732.027018405,3269096.671875
2184,568,8,6477732.027018405,46813300.875
2192,568,8,6477732.027018405,48309077.25
2200,568,8,6477732.027018405,5448100.984375
2208,568,8,6477732.027018405,1054446.671875
2216,568,8,6477732.027018405,607524.59375
2224,568,8,6477732.027018405,88494.0
2232,568,8,6477732.027018405,183331.4375
2240,568,8,6477732.027018405,147783163.671875
2248,568,8,6477732.027018405,51014942.28125
2256,568,8,6477732.027018405,5917879.140625
2264,568,8,6477732.027018405,18658033.09375
2272,568,8,6477732.027018405,66615663.515625
2280,568,8,6477732.027018405,63515730.109375
2288,568,8,6477732.027018405,6452751.578125
2296,568,8,6477732.027018405,5423336.78125
2304,568,8,6477732.027018405,10652544.9375
2312,568,8,6477732.027018405,9405346.9375
2320,568,8,6477732.027018405,6486826.15625
2328,568,8,6477732.027018405,1951773.828125
2336,568,8,3744938.828120015,94616014.53125
2344,568,8,88253659.15127544,500208447.546875
2992,568,8,79374352.97584784,624908907.625
3000,568,8,1241798348.7364106,85806190.421875
3008,568,8,7137456215.199282,2956480817.1875
3016,568,8,29175440896.91351,31623918629.808594
3024,568,8,52964805970.61671,37427345042.80859
3032,568,8,70456836438.49045,41169913225.728516
3040,568,8,874699958.0867184,2191935048.6328125
3168,568,8,17068483325.486471,14400614535.02539
3176,568,8,27308477810.282074,18044649774.304688
3184,568,8,46958602428.288086,84493269306.87305
3192,568,8,45353268848.72748,31592050398.726562
3200,568,8,1987275632.7303805,3067328443.4882812
3208,568,8,4067922678.7631874,2586056896.4335938
3216,568,8,38887491078.78944,42407202931.484375
3224,568,8,17534748098.632935,15227787485.359375
3232,568,8,13004016520.442574,8798843044.0
3240,568,8,11583610681.615183,6445204334.8671875
3248,568,8,4202988744.0459285,3535843824.0078125
3256,568,8,4545186768.170244,3122598742.2265625
3264,568,8,166100365.50030738,2446736814.6015625
3320,568,8,2529645401.107069,2936945042.984375
3328,568,8,3618318065.548581,3272891710.9921875
3336,568,8,4749316346.993412,4104038946.8125
3344,568,8,6262592702.65817,5144666766.828125
3352,568,8,3053194865.756481,4006775853.5859375
3360,568,8,2899157111.015493,2184220907.28125
3368,568,8,1690462192.151694,1528738688.3515625
3376,568,8,2050280085.4295044,1411357248.0234375
3384,568,8,2608411651.2190304,2109558749.8359375
3392,568,8,1741470193.9610353,1540104387.2421875
3400,568,8,810807443.7181034,540730849.375
3408,568,8,479144247.7063065,512892325.4765625
3416,568,8,233490477.9715105,97631838.171875
3424,568,8,747014725.1806687,609676373.5234375
3432,568,8,2153985915.358985,706557662.890625
3440,568,8,161755963.62421882,370967413.8828125
3448,568,8,310824298.4357244,145527942.671875
3456,568,8,595293508.862602,224287038.28125
3464,568,8,264589183.12544093,314620235.5078125
3472,568,8,1365971386.8827877,357090524.203125
3480,568,8,354364881.3873052,1034249769.0234375
3488,568,8,933892918.6772298,801079978.2578125
3496,568,8,1327966851.156183,1319749506.75
3504,568,8,4784228185.382223,2549865261.8671875
3512,568,8,24194434158.819466,18915675015.484375
3520,568,8,24360799300.74423,17048708480.53125
3528,568,8,3841854205.4272738,4934283346.234375
3536,568,8,2219725232.785761,626857502.6953125
3544,568,8,6735433425.788586,5152030818.75
3552,568,8,2879000355.4207115,2191942399.8359375
3560,568,8,3476224824.7215514,1373268054.6328125
3568,568,8,1588235014.5576894,1517807935.5234375
3576,568,8,1398385385.830478,6807967588.828125
3584,568,8,13672029938.7445,5922397594.5390625
3592,568,8,23832274574.098186,16545445236.085938
3600,568,8,862499086.8244588,1474148884.34375
3608,568,8,412897716.1365827,161889342.6484375
3616,568,8,1340007676.777209,1312493499.4140625
3624,568,8,1571883639.1279187,3464175188.7421875
3632,568,8,13031169786.821213,4115015997.40625
3640,568,8,1266952986.932012,4585341730.796875
3648,568,8,1106570824.6978478,367414703.15625
3656,568,8,1463915189.3687906,4366582785.9140625
3664,568,8,2014359346.1457052,1767365552.375
3672,568,8,2065408164.1923923,766777006.125
3680,568,8,889962908.0735513,1207342017.2890625
3688,568,8,2044853575.4168217,1426735027.453125
3696,568,8,695804834.6855258,5903176036.3125
3704,568,8,1903082458.929112,2340624900.4296875
3712,568,8,4025253949.00498,1117678984.328125
3720,568,8,1326280195.6896672,1792117959.4765625
3728,568,8,1029755043.8432052,546377792.109375
3736,568,8,656706385.04288,352715532.4375
3744,568,8,345130578.0323141,251130189.2890625
3752,568,8,239392568.33843875,145421833.8515625
3760,568,8,968054441.0146261,58698233.28125
3768,568,8,525251393.263061,103952487.5703125
3776,568,8,341261695.76496655,1465063134.7109375
3784,568,8,1306393690.836068,2785444407.78125
3792,568,8,1424541760.9868693,784312251.0703125
3800,568,8,3884670857.2733684,532906726.4921875
3808,568,8,526783914.5570005,367405943.59375
3816,568,8,546855357.9734403,626697466.75
3824,568,8,1779770279.2571778,196468676.0625
3832,568,8,538041012.8199602,228944478.515625
3840,568,8,306498942.011078,262634778.28125
3848,568,8,248804671.42944315,386228295.625
3856,568,8,435472162.46009547,360532273.0625
3864,568,8,120254264.60591811,85587813.46875
3872,568,8,289715637.4631854,163128227.9375
3880,568,8,563679538.5691612,560678808.40625
3888,568,8,241856566.63582945,260404682.96875
3896,568,8,1862581354.585465,988477766.90625
3904,568,8,455530192.6297655,128720399.125
3912,568,8,84843242.50181672,24049711.484375
3920,568,8,304821183.490386,264233882.59375
3928,568,8,97707820.41618899,454773608.953125
3936,568,8,248114588.06878307,205246442.84375
3944,568,8,81265006.5978487,383935561.796875
3952,568,8,525051956.3856167,153080431.140625
3960,568,8,422151412.0012642,428778565.234375
3968,568,8,90027013.05655248,62869892.265625
3976,568,8,68785900.5604659,2560026.921875
3984,568,8,73018233.30101494,34208847.328125
3992,568,8,53601160.68949361,14755021.859375
4000,568,8,195413990.7123101,1044179.171875
4008,568,8,36843472.25773739,28965008.0625
4016,568,8,32209019.565540813,2827059.15625
4024,568,8,32209019.565540813,3897336.828125
4032,568,8,32209019.565540813,23647587.328125
4040,568,8,32217681.876735937,45150962.359375
4048,568,8,35067821.59574182,16069590.5625
4056,568,8,75952371.42660254,691975969.578125
4064,568,8,404433162.18611956,3257593935.03125
4072,568,8,3723888497.416827,4661043963.984375
4080,568,8,455725281.8553734,1871797411.625
4088,568,8,2118930678.2243683,1109950324.6875
4096,568,8,556852051.8339972,1275092349.1875
4104,568,8,135100262.86151814,176489468.625
4112,568,8,1304270478.0329382,35710562.265625
4120,568,8,457320795.2023328,12006926.265625
4128,568,8,602074797.3474902,266730751.234375
4136,568,8,231242317.2935109,900561839.109375
4144,568,8,3611400344.8014207,672698380.484375
4152,568,8,299057882.6127439,59691354.109375
4160,568,8,179327632.1292648,948830665.828125
4168,568,8,9307806207.307518,4399068392.25
4176,568,8,15077498572.483326,3907225847.6875
4184,568,8,64799521.20285863,540180994.09375
4192,568,8,1673928819.2398152,467199030.09375
4200,568,8,2244188871.7587857,1100460062.71875
4208,568,8,919556428.8824283,777607177.53125
4216,568,8,461903356.2315047,411079714.8125
4224,568,8,213974135.34951347,362246727.15625
4232,568,8,1320941348.8941345,495990336.53125
4240,568,8,64674815.77717201,309487060.171875
4248,568,8,516167596.1250803,93514502.5625
4256,568,8,219531965.28425762,107139544.0625
4264,568,8,62973547.975192815,388967893.921875
4272,568,8,4260781639.769058,874669567.640625
4280,568,8,902703638.8591828,901470632.28125
4288,568,8,49826347.10924988,50549712.234375
4296,568,8,48494741.32828056,57805544.796875
4304,568,8,32225412.298250277,115577927.109375
4312,568,8,32250895.069426168,153743705.140625
4320,568,8,32209019.565540813,51424489.25
4328,568,8,32973204.51220534,5922019.203125
4336,568,8,40112573.13891939,61581790.640625
4344,568,8,229487921.77540973,140945860.03125
4352,568,8,136639837.49291545,32841164.625
4360,568,8,32209019.565540813,22829664.78125
4368,568,8,32209019.565540813,227831197.953125
4376,568,8,52092053.079086594,192487084.640625
4384,568,8,46092258.13977337,127563744.578125
4392,568,8,193813352.73816666,91736095.453125
4400,568,8,32416753.399203274,36670433.703125
4408,568,8,39449691.88515842,29820508.21875
4416,568,8,116127420.7626817,49396689.359375
4424,568,8,33229125.564031255,80045470.15625
4432,568,8,170976259.6175633,48984486.15625
4440,568,8,64536696.97204813,14244383.921875
4448,568,8,110615735.94173405,26502939.109375
4456,568,8,32244972.170785647,14286165.125
4464,568,8,32209019.565540813,24766080.25
4472,568,8,32272690.72885827,15110016.1875
4480,568,8,32209019.565540813,5300821.53125
4488,568,8,32812713.53177415,21772183.375
4496,568,8,32216193.78165444,17360486.40625
4504,568,8,32209019.565540813,8200603.671875
4512,568,8,32439196.072214257,11738219.9375
4520,568,8,38074842.92075303,5606315.0625
4528,568,8,33783097.10023443,6422395.265625
4536,568,8,32224237.847467914,1201745246.546875
4544,568,8,34048883.17810046,1123821974.546875
4552,568,8,85069547.84834765,574376322.671875
4560,568,8,36181108.87370875,289159967.578125
4568,568,8,32209019.565540813,71520609.21875
4576,568,8,32213003.75427925,70574249.984375
4584,568,8,32611003.218339387,23815294.71875
4592,568,8,32774922.185873922,7918428.53125
4600,568,8,32662372.00041986,15356124.5625
4608,568,8,33616172.08696503,19218174.546875
4616,568,8,32752127.390901428,93062939.3125
4624,568,8,32209019.565540813,61934358.6875
4632,568,8,32209019.565540813,9506174.1875
4640,568,8,32209019.565540813,174402984.5
4648,568,8,32209019.565540813,370137331.40625
4656,568,8,32209019.565540813,599891052.890625
4664,568,8,32209019.565540813,165825631.875
4672,568,8,32270362.903278638,8706123.484375
4680,568,8,32269566.23399605,116568986.03125
4688,568,8,32209019.565540813,93742628.09375
4696,568,8,32294362.48581641,834073162.078125
4704,568,8,21815448.28985779,350677538.65625
4912,568,8,2516329.6535578757,533499664.875
4920,568,8,30437472.677858397,29124197.96875
4928,568,8,32209019.565540813,653492.1875
4936,568,8,32209019.565540813,3110458.0625
4944,568,8,32424930.464067314,79994168.25
4952,568,8,32607092.923506457,56200308.6875
4960,568,8,74756104.9020285,59542008.5
4968,568,8,51705398.30853198,264593273.0625
4976,568,8,101210601.23732126,36771315.0625
4984,568,8,32225928.071514204,20418407.5
4992,568,8,52371508.851997875,128765611.46875
5000,568,8,20362882.53150679,461440377.34375
5008,568,8,4561759.015787764,1451033918.53125
1120,576,8,2492855.2210023017,979963123.25
1128,576,8,19111890.027684312,252305091.90625
1136,576,8,26590455.690691214,121618957.03125
1144,576,8,155279651.7167669,95383169.75
1152,576,8,46784943.75719792,181909779.75
1160,576,8,9971420.884009207,738280167.09375
1168,576,8,6647613.922672804,611696432.78125
1176,576,8,1661903.480668201,1283752355.09375
1216,576,8,2492855.2210023017,891133994.5
1472,576,8,10448259.628867682,781327911.5
1480,576,8,124647961.62430254,225005521.0625
1488,576,8,93482885.61836526,37899388.46875
1496,576,8,1361332013.3082666,490095738.25
1504,576,8,41536731.83314848,341635145.9375
1512,576,8,44898452.92922895,43529730.03125
1520,576,8,10584057.393542606,17923312.28125
1528,576,8,6591935.825601637,3831901.3125
1536,576,8,8337717.264523465,139457224.375
1544,576,8,104032425.083468,73345311.8125
1552,576,8,15810982.736613804,2963371.90625
1560,576,8,24843160.453932155,7486467.71875
1568,576,8,6477732.027018405,35619654.5
1576,576,8,6713974.176062699,21500476.6875
1584,576,8,6895884.063397104,7697145.65625
1592,576,8,351654164.02370054,468440999.375
1600,576,8,9002951.159273587,100074893.125
1608,576,8,13227854.249027478,50946609.21875
1616,576,8,469170508.93785375,269823977.75
1624,576,8,70460158.29878975,202418980.21875
1632,576,8,1668272707.0193937,687121356.875
1640,576,8,424466427.5920744,170969574.53125
1648,576,8,691600486.8986753,321728287.125
1656,576,8,359725816.3135408,125482070.0
1664,576,8,141452554.78626922,79637923.25
1672,576,8,809081499.0174843,7235923.46875
1680,576,8,451209689.0703684,278732279.671875
1688,576,8,217787696.34825182,221198888.296875
1696,576,8,94911026.28211802,207925801.0625
1704,576,8,6593408.642250498,38297151.28125
1712,576,8,7992134.7958045425,430871076.109375
1720,576,8,20164198.854286257,147667262.3125
1728,576,8,6564373.783461007,173691750.25
1736,576,8,6578862.731050832,21978345.875
1744,576,8,34981876.076469354,800664844.140625
1752,576,8,6490511.437913033,149782007.015625
1760,576,8,6661241.8910823,11113669.375
1768,576,8,24561257.840053257,352644164.3125
1776,576,8,276663662.80620635,15223598.28125
1784,576,8,6679706.827747283,68967110.0625
1792,576,8,107470656.48200227,2400364.296875
1800,576,8,6561127.271336257,42973723.171875
1808,576,8,6699846.915839985,21588444.96875
1816,576,8,234044859.34081918,30231337.234375
1824,576,8,29914600.371199366,11607553.609375
1832,576,8,6498790.632183823,2386418.671875
1840,576,8,6477732.027018405,24695635.6875
1848,576,8,133803170.11256655,211041768.78125
1856,576,8,6477732.027018405,19035461.71875
1864,576,8,188106237.91590717,37388015.375
1872,576,8,6477732.027018405,48514378.71875
1880,576,8,6477732.027018405,1952878.859375
1888,576,8,255779486.34870845,350017531.609375
1896,576,8,53727598.16243784,341944258.6875
1904,576,8,1301784900.2212162,456830364.65625
1912,576,8,14145450.63396322,66971958.21875
1920,576,8,6477732.027018405,178382711.984375
1928,576,8,6477732.027018405,185225164.65625
1936,576,8,6477732.027018405,281673046.59375
1944,576,8,6477732.027018405,475994795.734375
1952,576,8,6477732.027018405,202336658.796875
1960,576,8,6477732.027018405,288008078.40625
1968,576,8,105746761.50197001,741122370.90625
1976,576,8,6477732.027018405,2285232600.546875
1984,576,8,6477732.027018405,93437513.125
1992,576,8,6477732.027018405,327683733.859375
2000,576,8,6477732.027018405,45640479.1875
2008,576,8,6477732.027018405,512267.078125
2016,576,8,6477732.027018405,14729214.75
2024,576,8,6477732.027018405,41750701.484375
2032,576,8,6477732.027018405,37189709.0625
2040,576,8,4655869.894419478,1657306169.328125
2048,576,8,1315789.3179881135,3511656566.28125
2120,576,8,101214.56292216257,335691839.734375
2128,576,8,101214.56292216257,519927543.21875
2136,576,8,101214.56292216257,102121415.78125
2144,576,8,2530364.073054064,130213103.0625
2152,576,8,5870444.64948543,264594817.171875
2160,576,8,6477732.027018405,500876928.375
2168,576,8,6477732.027018405,36450005.046875
2176,576,8,6477732.027018405,7427996.765625
2184,576,8,6477732.027018405,5117125.96875
2192,576,8,6477732.027018405,11763534.96875
2200,576,8,6477732.027018405,47162390.25
2208,576,8,6477732.027018405,24904908.015625
2216,576,8,6477732.027018405,7872532.703125
2224,576,8,6477732.027018405,867760.1875
2232,576,8,6477732.027018405,47934417.34375
2240,576,8,6477732.027018405,141105779.03125
2248,576,8,6477732.027018405,32916199.59375
2256,576,8,6477732.027018405,32522585.0
2264,576,8,6477732.027018405,90022685.4375
2272,576,8,6477732.027018405,147993193.859375
2280,576,8,6477732.027018405,36890805.828125
2288,576,8,6477732.027018405,88309832.046875
2296,576,8,6477732.027018405,6875778.640625
2304,576,8,6477732.027018405,11457777.59375
2312,576,8,6477732.027018405,10097676.796875
2320,576,8,6477732.027018405,461426.453125
2328,576,8,6477732.027018405,710977.125
2336,576,8,6477732.027018405,84815388.65625
2344,576,8,4959513.583185967,220228448.3125
2352,576,8,202429.12584432514,466375196.171875
2984,576,8,311232719.1889665,1523123849.9296875
2992,576,8,343153735.0897511,77564808.015625
3000,576,8,929124381.8741031,2287210270.6796875
3008,576,8,6411971165.32092,5325596222.292969
3016,576,8,107746652497.43565,61119219327.796875
3024,576,8,35327510369.15316,37437752030.00781
3032,576,8,12582466404.410204,695651271.4140625
3040,576,8,5242997340.238307,22098554233.941406
3048,576,8,2852381259.3166428,28412487460.44922
3168,576,8,17436951775.569695,10144438394.621094
3176,576,8,20492554872.190025,18626107913.66992
3184,576,8,43147149442.81278,31823862338.398438
3192,576,8,40160383433.02292,29901284739.816406
3200,576,8,12706782268.614565,10338126192.617188
3208,576,8,35801915749.09389,29192331225.20703
3216,576,8,194967458635.82947,130566919231.73438
3224,576,8,64068760926.13261,48230640611.375
3232,576,8,9746313358.296713,8926906598.046875
3240,576,8,1632663740.9535224,1448684726.015625
3320,576,8,8904955477.778427,4014583980.3359375
3328,576,8,3411553757.6742067,1491733130.0
3336,576,8,2619141279.783728,2009149342.859375
3344,576,8,3600254383.6786766,2272905360.75
3352,576,8,3395230724.3095055,3313449229.109375
3360,576,8,6139984101.0478115,3970927372.296875
3368,576,8,2688151456.953336,2128551708.640625
3376,576,8,3069643444.46701,2059875915.4765625
3384,576,8,4831181389.80315,2719006906.0234375
