group,group_name,freq,period,measure,currency,currency_name,usd,share_pct
G001,World,Q,2024-Q1,allocated,USD,U.S. dollar,7349458497294.33,59.5113754272461
G001,World,Q,2024-Q1,total,TOTAL,All currencies,12349669922393.4,
G001,World,Q,2024-Q1,unallocated,TOTAL,All currencies,0.0,0.0
G001,World,Q,2024-Q2,allocated,AUD,Australian dollar,269443650731.582,2.18794274330139
G001,World,Q,2024-Q2,allocated,CAD,Canadian dollar,327520486826.63,2.65953969955444
G001,World,Q,2024-Q2,allocated,CHF,Swiss franc,24335267925.4305,0.197607830166817
G001,World,Q,2024-Q2,allocated,CNY,Chinese renminbi,255709414278.755,2.07641768455505
G001,World,Q,2024-Q2,allocated,EUR,Euro,2318158871514.55,18.8239688873291
G001,World,Q,2024-Q2,allocated,GBP,Pound sterling,588202321754.443,4.77633476257324
G001,World,Q,2024-Q2,allocated,JPY,Japanese yen,679624491592.25,5.5187029838562
G001,World,Q,2024-Q2,allocated,OTH,Other currencies,602879932683.881,4.89552021026611
G001,World,Q,2024-Q2,allocated,TOTAL,All currencies,12314931094536.4,100.0
G001,World,Q,2024-Q2,allocated,USD,U.S. dollar,7249056657228.83,58.8639640808106
G001,World,Q,2024-Q2,total,TOTAL,All currencies,12314931094536.4,
G001,World,Q,2024-Q2,unallocated,TOTAL,All currencies,0.0,0.0
G001,World,Q,2024-Q3,allocated,AUD,Australian dollar,284972372581.812,2.23912620544434
G001,World,Q,2024-Q3,allocated,CAD,Canadian dollar,351240456703.259,2.75981760025024
G001,World,Q,2024-Q3,allocated,CHF,Swiss franc,25140294858.1934,0.19753597676754
G001,World,Q,2024-Q3,allocated,CNY,Chinese renminbi,269410068687.974,2.11684799194336
G001,World,Q,2024-Q3,allocated,EUR,Euro,2437412251912.45,19.15159034729
G001,World,Q,2024-Q3,allocated,GBP,Pound sterling,617878624285.082,4.85488557815552
G001,World,Q,2024-Q3,allocated,JPY,Japanese yen,719413874310.835,5.65268325805664
G001,World,Q,2024-Q3,allocated,OTH,Other currencies,659683560130.403,5.18336153030396
G001,World,Q,2024-Q3,allocated,TOTAL,All currencies,12726944920281.4,100.0
G001,World,Q,2024-Q3,allocated,USD,U.S. dollar,7361793416811.41,57.8441505432129
G001,World,Q,2024-Q3,total,TOTAL,All currencies,12726944920281.4,
G001,World,Q,2024-Q3,unallocated,TOTAL,All currencies,0.0,0.0
G001,World,Q,2024-Q4,allocated,AUD,Australian dollar,251065325486.428,2.0361864566803
G001,World,Q,2024-Q4,allocated,CAD,Canadian dollar,350581092403.093,2.8432776927948
G001,World,Q,2024-Q4,allocated,CHF,Swiss franc,27033920609.2146,0.219250112771988
G001,World,Q,2024-Q4,allocated,CNY,Chinese renminbi,254643469471.343,2.06520581245422
G001,World,Q,2024-Q4,allocated,EUR,Euro,2331670999542.63,18.9102840423584
G001,World,Q,2024-Q4,allocated,GBP,Pound sterling,566897420198.302,4.59764337539673
G001,World,Q,2024-Q4,allocated,JPY,Japanese yen,695458253090.187,5.64029550552368
G001,World,Q,2024-Q4,allocated,OTH,Other currencies,650986466069.034,5.27962112426758
G001,World,Q,2024-Q4,allocated,TOTAL,All currencies,12330174088808.9,100.0
G001,World,Q,2024-Q4,allocated,USD,U.S. dollar,7201837141938.64,58.4082374572754
G001,World,Q,2024-Q4,total,TOTAL,All currencies,12330174088808.9,
G001,World,Q,2024-Q4,unallocated,TOTAL,All currencies,0.0,0.0
G001,World,Q,2025-Q1,allocated,AUD,Australian dollar,249165028743.802,1.99325788021088
G001,World,Q,2025-Q1,allocated,CAD,Canadian dollar,329658732207.748,2.63718724250794
G001,World,Q,2025-Q1,allocated,CHF,Swiss franc,28467699522.3473,0.227734461426735
G001,World,Q,2025-Q1,allocated,CNY,Chinese renminbi,245529673807.255,1.96417593955994
G001,World,Q,2025-Q1,allocated,EUR,Euro,2388699980850.24,19.109001159668
G001,World,Q,2025-Q1,allocated,GBP,Pound sterling,576346442826.503,4.61062717437744
G001,World,Q,2025-Q1,allocated,JPY,Japanese yen,720165493228.881,5.76114368438721
G001,World,Q,2025-Q1,allocated,OTH,Other currencies,664139575233.857,5.31295013427734
G001,World,Q,2025-Q1,allocated,TOTAL,All currencies,12500391229250.5,100.0
G001,World,Q,2025-Q1,allocated,USD,U.S. dollar,7298218602829.81,58.3839225769043
G001,World,Q,2025-Q1,total,TOTAL,All currencies,12500391229250.5,
G001,World,Q,2025-Q1,unallocated,TOTAL,All currencies,0.0,0.0
G001,World,Q,2025-Q2,allocated,AUD,Australian dollar,266590403451.264,2.06003737449646
G001,World,Q,2025-Q2,allocated,CAD,Canadian dollar,340572594385.406,2.63172364234924
G001,World,Q,2025-Q2,allocated,CHF,Swiss franc,28149840736.2446,0.21752367913723
G001,World,Q,2025-Q2,allocated,CNY,Chinese renminbi,255893826465.059,1.97738122940064
G001,World,Q,2025-Q2,allocated,EUR,Euro,2622459716935.11,20.2646656036377
G001,World,Q,2025-Q2,allocated,GBP,Pound sterling,610240025035.435,4.7155385017395
G001,World,Q,2025-Q2,allocated,JPY,Japanese yen,733662273120.696,5.66926527023315
G001,World,Q,2025-Q2,allocated,OTH,Other currencies,714492471729.462,5.52113342285156
G001,World,Q,2025-Q2,allocated,TOTAL,All currencies,12941046689251.2,100.0
G001,World,Q,2025-Q2,allocated,USD,U.S. dollar,7368985537392.53,56.9427337646484
G001,World,Q,2025-Q2,total,TOTAL,All currencies,12941046689251.2,
G001,World,Q,2025-Q2,unallocated,TOTAL,All currencies,0.0,0.0
G001,World,Q,2025-Q3,allocated,AUD,Australian dollar,268544178763.162,2.06034231185913
G001,World,Q,2025-Q3,allocated,CAD,Canadian dollar,347698826142.695,2.66763782501221
G001,World,Q,2025-Q3,allocated,CHF,Swiss franc,28921699662.9073,0.221894979476929
G001,World,Q,2025-Q3,allocated,CNY,Chinese renminbi,253725216724.873,1.94664740562439
G001,World,Q,2025-Q3,allocated,EUR,Euro,2670251202652.89,20.4868774414063
G001,World,Q,2025-Q3,allocated,GBP,Pound sterling,587771664621.186,4.50954055786133
G001,World,Q,2025-Q3,allocated,JPY,Japanese yen,757519170207.034,5.81188869476318
G001,World,Q,2025-Q3,allocated,OTH,Other currencies,742003260804.066,5.69284629821777
G001,World,Q,2025-Q3,allocated,TOTAL,All currencies,13033958726395.8,100.0
G001,World,Q,2025-Q3,allocated,USD,U.S. dollar,7377523506817.03,56.6023254394531
G001,World,Q,2025-Q3,total,TOTAL,All currencies,13033958726395.8,
G001,World,Q,2025-Q3,unallocated,TOTAL,All currencies,0.0,0.0
G001,World,Q,2025-Q4,allocated,AUD,Australian dollar,265942867196.437,2.02289247512817
G001,World,Q,2025-Q4,allocated,CAD,Canadian dollar,328230274670.852,2.49668121337891
G001,World,Q,2025-Q4,allocated,CHF,Swiss franc,29995986300.1851,0.228164255619049
G001,World,Q,2025-Q4,allocated,CNY,Chinese renminbi,256995176317.892,1.95483195781708
G001,World,Q,2025-Q4,allocated,EUR,Euro,2679437249294.71,20.3811206817627
G001,World,Q,2025-Q4,allocated,GBP,Pound sterling,579635734566.264,4.40899515151978
G001,World,Q,2025-Q4,allocated,JPY,Japanese yen,768227454887.091,5.84351682662964
G001,World,Q,2025-Q4,allocated,OTH,Other currencies,821209809172.617,6.24652671813965
G001,World,Q,2025-Q4,allocated,TOTAL,All currencies,13146663077686.2,100.0
G001,World,Q,2025-Q4,allocated,USD,U.S. dollar,7416988525280.19,56.4172706604004
G001,World,Q,2025-Q4,total,TOTAL,All currencies,13146663077686.2,
G001,World,Q,2025-Q4,unallocated,TOTAL,All currencies,0.0,0.0
G001,World,Q,2026-Q1,allocated,AUD,Australian dollar,276775411421.046,2.11199975013733
G001,World,Q,2026-Q1,allocated,CAD,Canadian dollar,324590697796.917,2.47686553001404
G001,World,Q,2026-Q1,allocated,CHF,Swiss franc,32032265005.2941,0.244429707527161
G001,World,Q,2026-Q1,allocated,CNY,Chinese renminbi,260138119155.243,1.98504495620728
G001,World,Q,2026-Q1,allocated,EUR,Euro,2625001440700.01,20.030689239502
G001,World,Q,2026-Q1,allocated,GBP,Pound sterling,576458925792.361,4.39880514144898
G001,World,Q,2026-Q1,allocated,JPY,Japanese yen,713110837683.817,5.44155931472778
G001,World,Q,2026-Q1,allocated,OTH,Other currencies,809859084839.91,6.17981958389282
G001,World,Q,2026-Q1,allocated,TOTAL,All currencies,13104898337195.7,100.0
G001,World,Q,2026-Q1,allocated,USD,U.S. dollar,7486931554801.15,57.130786895752
G001,World,Q,2026-Q1,total,TOTAL,All currencies,13104898337195.7,
G001,World,Q,2026-Q1,unallocated,TOTAL,All currencies,0.0,0.0
G110,Advanced economies,A,1995,allocated,CHF,Swiss franc,1427903000.0,0.18585127172009
G110,Advanced economies,A,1995,allocated,DEM,Deutsche mark,130499001000.0,16.9853311422774
G110,Advanced economies,A,1995,allocated,ECU,European currency unit,88115590000.0,11.468842393262
G110,Advanced economies,A,1995,allocated,FRF,French franc,17346368000.0,2.25774758686317
G110,Advanced economies,A,1995,allocated,GBP,Pound sterling,16014066000.0,2.08433943447801
G110,Advanced economies,A,1995,allocated,JPY,Japanese yen,54124180000.0,7.04462956083646
G110,Advanced economies,A,1995,allocated,NLG,Netherlands guilder,2406732000.0,0.313252512873379
G110,Advanced economies,A,1995,allocated,OTH,Other currencies,44308795000.0,5.76709055106318
G110,Advanced economies,A,1995,allocated,TOTAL,All currencies,768304132000.0,82.1138994671461
G110,Advanced economies,A,1995,allocated,USD,U.S. dollar,414061497000.0,53.8929155466263
G110,Advanced economies,A,1995,total,TOTAL,All currencies,935656614757.894,
G110,Advanced economies,A,1995,unallocated,TOTAL,All currencies,167352482757.894,17.8861005328539
G110,Advanced economies,A,1996,allocated,CHF,Swiss franc,1451105000.0,0.158949451129095
G110,Advanced economies,A,1996,allocated,DEM,Deutsche mark,142454489000.0,15.6040140702608
G110,Advanced economies,A,1996,allocated,ECU,European currency unit,86654700000.0,9.49188170584239
G110,Advanced economies,A,1996,allocated,FRF,French franc,15039285000.0,1.64735570211945
G110,Advanced economies,A,1996,allocated,GBP,Pound sterling,25989439000.0,2.84680093046548
G110,Advanced economies,A,1996,allocated,JPY,Japanese yen,64949053000.0,7.11431379928022
G110,Advanced economies,A,1996,allocated,NLG,Netherlands guilder,2479180000.0,0.271561534313665
G110,Advanced economies,A,1996,allocated,OTH,Other currencies,47736004000.0,5.22885086530355
G110,Advanced economies,A,1996,allocated,TOTAL,All currencies,912934892000.0,89.4840344758204
G110,Advanced economies,A,1996,allocated,USD,U.S. dollar,526181637000.0,57.6362719412854
G110,Advanced economies,A,1996,total,TOTAL,All currencies,1020220978354.17,
G110,Advanced economies,A,1996,unallocated,TOTAL,All currencies,107286086354.173,10.5159655241797
G110,Advanced economies,A,1997,allocated,CHF,Swiss franc,2259469000.0,0.247211953315226
G110,Advanced economies,A,1997,allocated,DEM,Deutsche mark,140002275000.0,15.3178626798267
G110,Advanced economies,A,1997,allocated,ECU,European currency unit,76931150000.0,8.41715458910331
G110,Advanced economies,A,1997,allocated,FRF,French franc,10717107000.0,1.17257504101994
G110,Advanced economies,A,1997,allocated,GBP,Pound sterling,24683696000.0,2.70068086935436
G110,Advanced economies,A,1997,allocated,JPY,Japanese yen,57161065000.0,6.25407940194294
G110,Advanced economies,A,1997,allocated,NLG,Netherlands guilder,3254451000.0,0.356074453191742
G110,Advanced economies,A,1997,allocated,OTH,Other currencies,41162455000.0,4.50364705326787
G110,Advanced economies,A,1997,allocated,TOTAL,All currencies,913980481000.0,90.1096173082575
G110,Advanced economies,A,1997,allocated,USD,U.S. dollar,557808813000.0,61.0307139589779
G110,Advanced economies,A,1997,total,TOTAL,All currencies,1014298482561.91,
G110,Advanced economies,A,1997,unallocated,TOTAL,All currencies,100318001561.91,9.89038269174251
G110,Advanced economies,A,1998,allocated,CHF,Swiss franc,2212540000.0,0.238597929231721
G110,Advanced economies,A,1998,allocated,DEM,Deutsche mark,130543871000.0,14.077710366589
G110,Advanced economies,A,1998,allocated,ECU,European currency unit,16541380000.0,1.78380459319832
G110,Advanced economies,A,1998,allocated,FRF,French franc,12962472000.0,1.39785901132823
G110,Advanced economies,A,1998,allocated,GBP,Pound sterling,26120274000.0,2.81678219935692
G110,Advanced economies,A,1998,allocated,JPY,Japanese yen,65975295000.0,7.11470471379135
G110,Advanced economies,A,1998,allocated,NLG,Netherlands guilder,2988848000.0,0.322314147354792
G110,Advanced economies,A,1998,allocated,OTH,Other currencies,49663590000.0,5.35566802508122
G110,Advanced economies,A,1998,allocated,TOTAL,All currencies,927308970000.0,90.2829805833637
G110,Advanced economies,A,1998,allocated,USD,U.S. dollar,620300700000.0,66.8925590140684
G110,Advanced economies,A,1998,total,TOTAL,All currencies,1027113819247.21,
G110,Advanced economies,A,1998,unallocated,TOTAL,All currencies,99804849247.2056,9.71701941663629
G110,Advanced economies,A,1999,allocated,CHF,Swiss franc,1338184978.05546,0.132127042416227
G110,Advanced economies,A,1999,allocated,EUR,Euro,183374834576.837,18.1056990950606
G110,Advanced economies,A,1999,allocated,GBP,Pound sterling,30518030095.704,3.01322845723027
G110,Advanced economies,A,1999,allocated,JPY,Japanese yen,73453200045.2018,7.25247573178017
G110,Advanced economies,A,1999,allocated,OTH,Other currencies,16986817077.9205,1.6772105033136
G110,Advanced economies,A,1999,allocated,TOTAL,All currencies,1012801735045.2,89.8907248969251
G110,Advanced economies,A,1999,allocated,USD,U.S. dollar,707130668271.483,69.8192591701992
G110,Advanced economies,A,1999,total,TOTAL,All currencies,1126703268002.96,
G110,Advanced economies,A,1999,unallocated,TOTAL,All currencies,113901532957.754,10.1092751030749
G110,Advanced economies,Q,1999-Q1,allocated,CHF,Swiss franc,1723272792.16701,0.191215548262754
G110,Advanced economies,Q,1999-Q1,allocated,EUR,Euro,168778054348.0,18.727730364901
G110,Advanced economies,Q,1999-Q1,allocated,GBP,Pound sterling,26218230290.7905,2.90919307861201
G110,Advanced economies,Q,1999-Q1,allocated,JPY,Japanese yen,60453518165.9707,6.70796444594373
G110,Advanced economies,Q,1999-Q1,allocated,OTH,Other currencies,15471779145.4473,1.71675938095484
G110,Advanced economies,Q,1999-Q1,allocated,TOTAL,All currencies,901220014702.472,90.3245599872728
G110,Advanced economies,Q,1999-Q1,allocated,USD,U.S. dollar,628575159960.097,69.7471371813257
G110,Advanced economies,Q,1999-Q1,total,TOTAL,All currencies,997757436991.067,
G110,Advanced economies,Q,1999-Q1,unallocated,TOTAL,All currencies,96537422288.5953,9.67544001272722
G110,Advanced economies,Q,1999-Q2,allocated,CHF,Swiss franc,1285445856.24092,0.139529467740507
G110,Advanced economies,Q,1999-Q2,allocated,EUR,Euro,168761215000.0,18.3182841889983
G110,Advanced economies,Q,1999-Q2,allocated,GBP,Pound sterling,27620338891.0157,2.99806574159866
G110,Advanced economies,Q,1999-Q2,allocated,JPY,Japanese yen,58580899160.6955,6.35869775453246
G110,Advanced economies,Q,1999-Q2,allocated,OTH,Other currencies,16397850000.0,1.7799141608963
G110,Advanced economies,Q,1999-Q2,allocated,TOTAL,All currencies,921271955707.271,90.063996191854
G110,Advanced economies,Q,1999-Q2,allocated,USD,U.S. dollar,648626206799.319,70.4055086862338
G110,Advanced economies,Q,1999-Q2,total,TOTAL,All currencies,1022908148273.57,
G110,Advanced economies,Q,1999-Q2,unallocated,TOTAL,All currencies,101636192566.297,9.93600380814598
G110,Advanced economies,Q,1999-Q3,allocated,CHF,Swiss franc,1362236000.0,0.140642803054316
G110,Advanced economies,Q,1999-Q3,allocated,EUR,Euro,183059955000.0,18.8998567048565
G110,Advanced economies,Q,1999-Q3,allocated,GBP,Pound sterling,29165473000.0,3.01116243817148
G110,Advanced economies,Q,1999-Q3,allocated,JPY,Japanese yen,68789720000.0,7.10213137967396
G110,Advanced economies,Q,1999-Q3,allocated,OTH,Other currencies,18142228000.0,1.87307764555517
G110,Advanced economies,Q,1999-Q3,allocated,TOTAL,All currencies,968578534000.0,90.0793554308925
G110,Advanced economies,Q,1999-Q3,allocated,USD,U.S. dollar,668058922000.0,68.9731290286885
G110,Advanced economies,Q,1999-Q3,total,TOTAL,All currencies,1075250293884.57,
G110,Advanced economies,Q,1999-Q3,unallocated,TOTAL,All currencies,106671759884.572,9.92064456910751
G110,Advanced economies,Q,1999-Q4,allocated,CHF,Swiss franc,1338184978.05546,0.132127042416227
G110,Advanced economies,Q,1999-Q4,allocated,EUR,Euro,183374834576.837,18.1056990950606
G110,Advanced economies,Q,1999-Q4,allocated,GBP,Pound sterling,30518030095.704,3.01322845723027
G110,Advanced economies,Q,1999-Q4,allocated,JPY,Japanese yen,73453200045.2018,7.25247573178017
G110,Advanced economies,Q,1999-Q4,allocated,OTH,Other currencies,16986817077.9205,1.6772105033136
G110,Advanced economies,Q,1999-Q4,allocated,TOTAL,All currencies,1012801735045.2,89.8907248969251
G110,Advanced economies,Q,1999-Q4,allocated,USD,U.S. dollar,707130668271.483,69.8192591701992
G110,Advanced economies,Q,1999-Q4,total,TOTAL,All currencies,1126703268002.96,
G110,Advanced economies,Q,1999-Q4,unallocated,TOTAL,All currencies,113901532957.754,10.1092751030749
G200,Emerging and developing economies,A,1995,allocated,CHF,Swiss franc,2035748709.0,0.762833132677307
G200,Emerging and developing economies,A,1995,allocated,DEM,Deutsche mark,32572769033.0,12.2056260340813
G200,Emerging and developing economies,A,1995,allocated,ECU,European currency unit,172420000.0,0.0646090001947393
G200,Emerging and developing economies,A,1995,allocated,FRF,French franc,6998291776.0,2.62239087529536
G200,Emerging and developing economies,A,1995,allocated,GBP,Pound sterling,5860240308.0,2.19594169586354
G200,Emerging and developing economies,A,1995,allocated,JPY,Japanese yen,15946459145.0,5.97543661990898
G200,Emerging and developing economies,A,1995,allocated,NLG,Netherlands guilder,899306785.0,0.336987079498871
G200,Emerging and developing economies,A,1995,allocated,OTH,Other currencies,6106422730.0,2.28819085576923
G200,Emerging and developing economies,A,1995,allocated,TOTAL,All currencies,266866844372.0,58.7605374765324
G200,Emerging and developing economies,A,1995,allocated,USD,U.S. dollar,196275185886.0,73.5479847067107
G200,Emerging and developing economies,A,1995,total,TOTAL,All currencies,454159978503.567,
G200,Emerging and developing economies,A,1995,unallocated,TOTAL,All currencies,187293134131.567,41.2394625234676
G200,Emerging and developing economies,A,1996,allocated,CHF,Swiss franc,2253805000.0,0.719448966748523
G200,Emerging and developing economies,A,1996,allocated,DEM,Deutsche mark,37454898000.0,11.9561752972291
G200,Emerging and developing economies,A,1996,allocated,ECU,European currency unit,182000000.0,0.0580971787480422
G200,Emerging and developing economies,A,1996,allocated,FRF,French franc,7598689000.0,2.42561754441638
G200,Emerging and developing economies,A,1996,allocated,GBP,Pound sterling,6893472900.0,2.2005017981653
G200,Emerging and developing economies,A,1996,allocated,JPY,Japanese yen,17358388000.0,5.54106247480149
G200,Emerging and developing economies,A,1996,allocated,NLG,Netherlands guilder,455638000.0,0.145446606210991
G200,Emerging and developing economies,A,1996,allocated,OTH,Other currencies,7211527000.0,2.30202952288644
G200,Emerging and developing economies,A,1996,allocated,TOTAL,All currencies,313268223900.0,57.3697278369279
G200,Emerging and developing economies,A,1996,allocated,USD,U.S. dollar,233859806000.0,74.6516206107938
G200,Emerging and developing economies,A,1996,total,TOTAL,All currencies,546051438121.613,
G200,Emerging and developing economies,A,1996,unallocated,TOTAL,All currencies,232783214221.613,42.6302721630721
G200,Emerging and developing economies,A,1997,allocated,CHF,Swiss franc,2175258200.0,0.605422330599791
G200,Emerging and developing economies,A,1997,allocated,DEM,Deutsche mark,44336019000.0,12.339691882323
G200,Emerging and developing economies,A,1997,allocated,ECU,European currency unit,391000000.0,0.108823923185081
G200,Emerging and developing economies,A,1997,allocated,FRF,French franc,7596973000.0,2.11440513092362
G200,Emerging and developing economies,A,1997,allocated,GBP,Pound sterling,8172374000.0,2.27455191922188
G200,Emerging and developing economies,A,1997,allocated,JPY,Japanese yen,16326258000.0,4.54395766366194
G200,Emerging and developing economies,A,1997,allocated,NLG,Netherlands guilder,1206480000.0,0.33578999192925
G200,Emerging and developing economies,A,1997,allocated,OTH,Other currencies,8013365000.0,2.23029620770849
G200,Emerging and developing economies,A,1997,allocated,TOTAL,All currencies,359295997200.0,59.6891000024661
G200,Emerging and developing economies,A,1997,allocated,USD,U.S. dollar,271078270000.0,75.4470609504469
G200,Emerging and developing economies,A,1997,total,TOTAL,All currencies,601945744172.982,
G200,Emerging and developing economies,A,1997,unallocated,TOTAL,All currencies,242649746972.982,40.3108999975339
G200,Emerging and developing economies,A,1998,allocated,CHF,Swiss franc,2024091079.96558,0.569399933142995
G200,Emerging and developing economies,A,1998,allocated,DEM,Deutsche mark,46406929031.4929,13.0547990401465
G200,Emerging and developing economies,A,1998,allocated,ECU,European currency unit,96000000.0,0.0270058961885535
G200,Emerging and developing economies,A,1998,allocated,FRF,French franc,7851383466.143,2.20868382107483
G200,Emerging and developing economies,A,1998,allocated,GBP,Pound sterling,8021989729.15783,2.25667731095082
G200,Emerging and developing economies,A,1998,allocated,JPY,Japanese yen,14054066412.4839,3.95356936002684
G200,Emerging and developing economies,A,1998,allocated,NLG,Netherlands guilder,500095866.752563,0.140682677727546
G200,Emerging and developing economies,A,1998,allocated,OTH,Other currencies,8100112528.7132,2.27865414652115
G200,Emerging and developing economies,A,1998,allocated,TOTAL,All currencies,355477927226.461,57.6410252151806
G200,Emerging and developing economies,A,1998,allocated,USD,U.S. dollar,268423259111.752,75.5105278142207
G200,Emerging and developing economies,A,1998,total,TOTAL,All currencies,616709931683.938,
G200,Emerging and developing economies,A,1998,unallocated,TOTAL,All currencies,261232004457.476,42.3589747848194
G200,Emerging and developing economies,A,1999,allocated,CHF,Swiss franc,1833679586.2403,0.499772036097573
G200,Emerging and developing economies,A,1999,allocated,EUR,Euro,63575662079.1551,17.3276390935329
G200,Emerging and developing economies,A,1999,allocated,GBP,Pound sterling,9309340796.35553,2.53727436321642
G200,Emerging and developing economies,A,1999,allocated,JPY,Japanese yen,14485494853.076,3.9480426738273
G200,Emerging and developing economies,A,1999,allocated,OTH,Other currencies,5046973448.0,1.37555994796727
G200,Emerging and developing economies,A,1999,allocated,TOTAL,All currencies,366903198618.0,55.9301236759899
G200,Emerging and developing economies,A,1999,allocated,USD,U.S. dollar,272652047855.173,74.3117118853586
G200,Emerging and developing economies,A,1999,total,TOTAL,All currencies,656002838011.794,
G200,Emerging and developing economies,A,1999,unallocated,TOTAL,All currencies,289099639393.794,44.0698763240101
G200,Emerging and developing economies,Q,1999-Q1,allocated,CHF,Swiss franc,1848003497.62,0.546432301466155
G200,Emerging and developing economies,Q,1999-Q1,allocated,EUR,Euro,55830450083.04,16.5083893889037
G200,Emerging and developing economies,Q,1999-Q1,allocated,GBP,Pound sterling,7796471598.0,2.30532243261299
G200,Emerging and developing economies,Q,1999-Q1,allocated,JPY,Japanese yen,14319979464.22,4.23424487326962
G200,Emerging and developing economies,Q,1999-Q1,allocated,OTH,Other currencies,4649554288.88,1.37481701421918
G200,Emerging and developing economies,Q,1999-Q1,allocated,TOTAL,All currencies,338194409931.76,55.6095942102772
G200,Emerging and developing economies,Q,1999-Q1,allocated,USD,U.S. dollar,253749951000.0,75.0307939895284
G200,Emerging and developing economies,Q,1999-Q1,total,TOTAL,All currencies,608158384779.687,
G200,Emerging and developing economies,Q,1999-Q1,unallocated,TOTAL,All currencies,269963974847.927,44.3904057897228
G200,Emerging and developing economies,Q,1999-Q2,allocated,CHF,Swiss franc,1806910912.1,0.512668932582769
G200,Emerging and developing economies,Q,1999-Q2,allocated,EUR,Euro,55092440662.4,15.6311982835649
G200,Emerging and developing economies,Q,1999-Q2,allocated,GBP,Pound sterling,7953403457.0,2.25659319084052
G200,Emerging and developing economies,Q,1999-Q2,allocated,JPY,Japanese yen,13092845820.34,3.71479038962879
G200,Emerging and developing economies,Q,1999-Q2,allocated,OTH,Other currencies,4447280228.35,1.26181229649825
G200,Emerging and developing economies,Q,1999-Q2,allocated,TOTAL,All currencies,352451806080.19,56.4985520141024
G200,Emerging and developing economies,Q,1999-Q2,allocated,USD,U.S. dollar,270058925000.0,76.6229369068848
G200,Emerging and developing economies,Q,1999-Q2,total,TOTAL,All currencies,623824493753.779,
G200,Emerging and developing economies,Q,1999-Q2,unallocated,TOTAL,All currencies,271372687673.589,43.5014479858976
G200,Emerging and developing economies,Q,1999-Q3,allocated,CHF,Swiss franc,1831042202.2,0.514820751848202
G200,Emerging and developing economies,Q,1999-Q3,allocated,EUR,Euro,59642400031.22,16.7692176560494
G200,Emerging and developing economies,Q,1999-Q3,allocated,GBP,Pound sterling,7863840618.06,2.21101858522968
G200,Emerging and developing economies,Q,1999-Q3,allocated,JPY,Japanese yen,13936310366.9,3.91837051732447
G200,Emerging and developing economies,Q,1999-Q3,allocated,OTH,Other currencies,4412298123.99,1.24057361148841
G200,Emerging and developing economies,Q,1999-Q3,allocated,TOTAL,All currencies,355665966382.78,55.6738078899821
G200,Emerging and developing economies,Q,1999-Q3,allocated,USD,U.S. dollar,267980075040.41,75.3459988780598
G200,Emerging and developing economies,Q,1999-Q3,total,TOTAL,All currencies,638838943952.993,
G200,Emerging and developing economies,Q,1999-Q3,unallocated,TOTAL,All currencies,283172977570.213,44.3261921100179
G200,Emerging and developing economies,Q,1999-Q4,allocated,CHF,Swiss franc,1833679586.2403,0.499772036097573
G200,Emerging and developing economies,Q,1999-Q4,allocated,EUR,Euro,63575662079.1551,17.3276390935329
G200,Emerging and developing economies,Q,1999-Q4,allocated,GBP,Pound sterling,9309340796.35553,2.53727436321642
G200,Emerging and developing economies,Q,1999-Q4,allocated,JPY,Japanese yen,14485494853.076,3.9480426738273
G200,Emerging and developing economies,Q,1999-Q4,allocated,OTH,Other currencies,5046973448.0,1.37555994796727
G200,Emerging and developing economies,Q,1999-Q4,allocated,TOTAL,All currencies,366903198618.0,55.9301236759899
G200,Emerging and developing economies,Q,1999-Q4,allocated,USD,U.S. dollar,272652047855.173,74.3117118853586
G200,Emerging and developing economies,Q,1999-Q4,total,TOTAL,All currencies,656002838011.794,
G200,Emerging and developing economies,Q,1999-Q4,unallocated,TOTAL,All currencies,289099639393.794,44.0698763240101
