cp_iso2,period,position,currency,usd_mn
1C,2000-Q1,claims,EUR,22327.0
1C,2000-Q2,claims,EUR,20319.0
1C,2000-Q3,claims,EUR,18123.0
1C,2000-Q4,claims,EUR,18629.0
1C,2001-Q1,claims,EUR,18440.0
1C,2001-Q2,claims,EUR,17741.0
1C,2001-Q3,claims,EUR,17991.0
1C,2001-Q4,claims,EUR,18517.0
1C,2002-Q1,claims,EUR,20307.0
1C,2002-Q2,claims,EUR,23730.0
1C,2002-Q3,claims,EUR,24666.0
1C,2002-Q4,claims,EUR,23803.0
1C,2003-Q1,claims,EUR,26555.0
1C,2003-Q2,claims,EUR,30122.0
1C,2003-Q3,claims,EUR,30998.0
1C,2003-Q4,claims,EUR,34201.0
1C,2004-Q1,claims,EUR,26640.0
1C,2004-Q2,claims,EUR,27261.0
1C,2004-Q3,claims,EUR,30867.0
1C,2004-Q4,claims,EUR,32855.0
1C,2005-Q1,claims,EUR,28282.0
1C,2005-Q2,claims,EUR,28624.0
1C,2005-Q3,claims,EUR,28695.0
1C,2005-Q4,claims,EUR,26587.0
1C,2006-Q1,claims,EUR,28737.0
1C,2006-Q2,claims,EUR,28314.0
1C,2006-Q3,claims,EUR,26458.0
1C,2006-Q4,claims,EUR,27664.0
1C,2007-Q1,claims,EUR,28006.0
1C,2007-Q2,claims,EUR,28276.0
1C,2007-Q3,claims,EUR,30799.0
1C,2007-Q4,claims,EUR,30134.0
1C,2008-Q1,claims,EUR,35742.0
1C,2008-Q2,claims,EUR,34219.0
1C,2008-Q3,claims,EUR,27023.0
1C,2008-Q4,claims,EUR,31711.0
1C,2009-Q1,claims,EUR,37191.0
1C,2009-Q2,claims,EUR,44974.0
1C,2009-Q3,claims,EUR,46703.0
1C,2009-Q4,claims,EUR,44974.0
1C,2010-Q1,claims,EUR,49273.0
1C,2010-Q2,claims,EUR,52506.0
1C,2010-Q3,claims,EUR,56644.0
1C,2010-Q4,claims,EUR,46551.0
1C,2011-Q1,claims,EUR,53454.0
1C,2011-Q2,claims,EUR,62743.0
1C,2011-Q3,claims,EUR,67812.0
1C,2011-Q4,claims,EUR,70807.0
1C,2012-Q1,claims,EUR,87171.092
1C,2012-Q2,claims,EUR,99198.225
1C,2012-Q3,claims,EUR,106353.099
1C,2012-Q4,claims,EUR,158147.3
1C,2013-Q1,claims,EUR,165516.378
1C,2013-Q2,claims,EUR,173495.478
1C,2013-Q3,claims,EUR,183330.939
1C,2013-Q4,claims,EUR,184128.911
1C,2014-Q1,claims,EUR,206841.108
1C,2014-Q2,claims,EUR,198333.115
1C,2014-Q3,claims,EUR,189077.738
1C,2014-Q4,claims,EUR,167594.173
1C,2015-Q1,claims,EUR,146118.613
1C,2015-Q2,claims,EUR,147483.478
1C,2015-Q3,claims,EUR,152031.922
1C,2015-Q4,claims,EUR,140787.335
1C,2016-Q1,claims,EUR,151673.25
1C,2016-Q2,claims,EUR,146941.527
1C,2016-Q3,claims,EUR,142148.62
1C,2016-Q4,claims,EUR,123061.463
1C,2017-Q1,claims,EUR,122942.618
1C,2017-Q2,claims,EUR,123835.473
1C,2017-Q3,claims,EUR,116714.3
1C,2017-Q4,claims,EUR,112218.105
1C,2018-Q1,claims,EUR,125892.915
1C,2018-Q2,claims,EUR,114410.73
1C,2018-Q3,claims,EUR,113717.617
1C,2018-Q4,claims,EUR,107282.88
1C,2019-Q1,claims,EUR,115168.453
1C,2019-Q2,claims,EUR,123965.697
1C,2019-Q3,claims,EUR,121452.017
1C,2019-Q4,claims,EUR,115007.498
1C,2020-Q1,claims,EUR,120385.964
1C,2020-Q2,claims,EUR,124643.768
1C,2020-Q3,claims,EUR,147342.922
1C,2020-Q4,claims,EUR,164555.644
1C,2021-Q1,claims,EUR,155881.075
1C,2021-Q2,claims,EUR,165897.921
1C,2021-Q3,claims,EUR,161306.592
1C,2021-Q4,claims,EUR,151197.99
1C,2022-Q1,claims,EUR,148039.552
1C,2022-Q2,claims,EUR,148809.038
1C,2022-Q3,claims,EUR,148517.697
1C,2022-Q4,claims,EUR,165614.441
1C,2023-Q1,claims,EUR,184167.143
1C,2023-Q2,claims,EUR,193628.427
1C,2023-Q3,claims,EUR,206024.57
1C,2023-Q4,claims,EUR,219724.995
1C,2024-Q1,claims,EUR,247276.761
1C,2024-Q2,claims,EUR,258905.761
1C,2024-Q3,claims,EUR,290319.658
1C,2024-Q4,claims,EUR,280048.086
1C,2025-Q1,claims,EUR,334755.922
1C,2025-Q2,claims,EUR,396581.586
1C,2025-Q3,claims,EUR,408120.018
1C,2025-Q4,claims,EUR,409932.782
1C,2026-Q1,claims,EUR,438470.881
1W,2000-Q1,claims,EUR,22.0
1W,2000-Q2,claims,EUR,29.0
1W,2000-Q3,claims,EUR,30.0
1W,2000-Q4,claims,EUR,23.0
1W,2001-Q1,claims,EUR,11.0
1W,2001-Q2,claims,EUR,15.0
1W,2001-Q3,claims,EUR,27.0
1W,2001-Q4,claims,EUR,22.0
1W,2002-Q1,claims,EUR,9.0
1W,2002-Q2,claims,EUR,6.0
1W,2002-Q3,claims,EUR,9.0
1W,2002-Q4,claims,EUR,15.0
1W,2003-Q1,claims,EUR,17.0
1W,2003-Q2,claims,EUR,13.0
1W,2003-Q3,claims,EUR,17.0
1W,2003-Q4,claims,EUR,15.0
1W,2004-Q1,claims,EUR,11.0
1W,2004-Q2,claims,EUR,6.0
1W,2004-Q3,claims,EUR,3.0
1W,2004-Q4,claims,EUR,54.0
1W,2005-Q1,claims,EUR,83.0
1W,2005-Q2,claims,EUR,10.0
1W,2005-Q3,claims,EUR,20.0
1W,2005-Q4,claims,EUR,5.0
1W,2006-Q1,claims,EUR,9.0
1W,2006-Q2,claims,EUR,19.0
1W,2006-Q3,claims,EUR,38.0
1W,2006-Q4,claims,EUR,172.0
1W,2007-Q1,claims,EUR,122.0
1W,2007-Q2,claims,EUR,126.0
1W,2007-Q3,claims,EUR,152.0
1W,2007-Q4,claims,EUR,142.0
1W,2008-Q1,claims,EUR,162.0
1W,2008-Q2,claims,EUR,170.0
1W,2008-Q3,claims,EUR,157.0
1W,2008-Q4,claims,EUR,141.0
1W,2009-Q1,claims,EUR,132.0
1W,2009-Q2,claims,EUR,142.0
1W,2009-Q3,claims,EUR,144.0
1W,2009-Q4,claims,EUR,134.0
1W,2010-Q1,claims,EUR,126.0
1W,2010-Q2,claims,EUR,113.0
1W,2010-Q3,claims,EUR,119.0
1W,2010-Q4,claims,EUR,6.0
1W,2011-Q1,claims,EUR,7.0
1W,2011-Q2,claims,EUR,13.0
1W,2011-Q3,claims,EUR,10.0
1W,2011-Q4,claims,EUR,17.0
1W,2012-Q1,claims,EUR,12.0
1W,2012-Q2,claims,EUR,9.504
1W,2012-Q3,claims,EUR,11.45
1W,2012-Q4,claims,EUR,52.502
1W,2013-Q1,claims,EUR,76.879
1W,2013-Q2,claims,EUR,76.515
1W,2013-Q3,claims,EUR,90.106
1W,2013-Q4,claims,EUR,42.303
1W,2014-Q1,claims,EUR,41.786
1W,2014-Q2,claims,EUR,70.495
1W,2014-Q3,claims,EUR,89.262
1W,2014-Q4,claims,EUR,31.649
1W,2015-Q1,claims,EUR,26.745
1W,2015-Q2,claims,EUR,32.949
1W,2015-Q3,claims,EUR,15.532
1W,2015-Q4,claims,EUR,15.613
1W,2016-Q1,claims,EUR,16.094
1W,2016-Q2,claims,EUR,13.881
1W,2016-Q3,claims,EUR,15.005
1W,2016-Q4,claims,EUR,9.97
1W,2017-Q1,claims,EUR,10.566
1W,2017-Q2,claims,EUR,9.793
1W,2017-Q3,claims,EUR,9.75
1W,2017-Q4,claims,EUR,3.152
1W,2018-Q1,claims,EUR,2.806
1W,2018-Q2,claims,EUR,4.978
1W,2018-Q3,claims,EUR,4.173
1W,2018-Q4,claims,EUR,3.555
1W,2019-Q1,claims,EUR,1.474
1W,2019-Q2,claims,EUR,1.259
1W,2019-Q3,claims,EUR,0.69
1W,2019-Q4,claims,EUR,0.261
1W,2020-Q1,claims,EUR,0.715
1W,2020-Q2,claims,EUR,3.385
1W,2020-Q3,claims,EUR,3.321
1W,2020-Q4,claims,EUR,0.35
1W,2021-Q1,claims,EUR,1.377
1W,2021-Q2,claims,EUR,0.388
1W,2021-Q3,claims,EUR,15.963
1W,2021-Q4,claims,EUR,2.609
1W,2022-Q1,claims,EUR,-5.622
1W,2022-Q2,claims,EUR,0.025
1W,2022-Q3,claims,EUR,0.02
1W,2022-Q4,claims,EUR,0.015
1W,2023-Q1,claims,EUR,14.43
1W,2023-Q2,claims,EUR,13.457
1W,2023-Q3,claims,EUR,10.978
1W,2023-Q4,claims,EUR,0.004
1W,2024-Q1,claims,EUR,2.114
1W,2024-Q2,claims,EUR,0.001
1W,2024-Q3,claims,EUR,14.763
1W,2024-Q4,claims,EUR,2.564
1W,2025-Q1,claims,EUR,0.001
1W,2025-Q2,claims,EUR,0.002
1W,2025-Q3,claims,EUR,0.006
1W,2025-Q4,claims,EUR,0.0
1W,2026-Q1,claims,EUR,13.553
2B,2000-Q1,claims,EUR,406.0
2B,2000-Q2,claims,EUR,349.0
2B,2000-Q3,claims,EUR,422.0
2B,2000-Q4,claims,EUR,538.0
2B,2001-Q1,claims,EUR,594.0
2B,2001-Q2,claims,EUR,495.0
2B,2001-Q3,claims,EUR,536.0
2B,2001-Q4,claims,EUR,447.0
2B,2002-Q1,claims,EUR,494.0
2B,2002-Q2,claims,EUR,621.0
2B,2002-Q3,claims,EUR,834.0
2B,2002-Q4,claims,EUR,862.0
2B,2003-Q1,claims,EUR,727.0
2B,2003-Q2,claims,EUR,942.0
2B,2003-Q3,claims,EUR,1072.0
2B,2003-Q4,claims,EUR,743.0
2B,2004-Q1,claims,EUR,480.0
2B,2004-Q2,claims,EUR,399.0
2B,2004-Q3,claims,EUR,469.0
2B,2004-Q4,claims,EUR,400.0
2B,2005-Q1,claims,EUR,442.0
2B,2005-Q2,claims,EUR,441.0
2B,2005-Q3,claims,EUR,529.0
2B,2005-Q4,claims,EUR,615.0
2B,2006-Q1,claims,EUR,697.0
2B,2006-Q2,claims,EUR,622.0
2B,2006-Q3,claims,EUR,462.0
2B,2006-Q4,claims,EUR,1136.0
2B,2007-Q1,claims,EUR,1047.0
2B,2007-Q2,claims,EUR,1064.0
2B,2007-Q3,claims,EUR,1024.0
2B,2007-Q4,claims,EUR,1131.0
2B,2008-Q1,claims,EUR,802.0
2B,2008-Q2,claims,EUR,1020.0
2B,2008-Q3,claims,EUR,934.0
2B,2008-Q4,claims,EUR,1164.0
2B,2009-Q1,claims,EUR,872.5
2B,2009-Q2,claims,EUR,787.0
2B,2009-Q3,claims,EUR,941.0
2B,2009-Q4,claims,EUR,956.0
2B,2010-Q1,claims,EUR,883.0
2B,2010-Q2,claims,EUR,731.0
2B,2010-Q3,claims,EUR,795.0
2B,2010-Q4,claims,EUR,774.0
2B,2011-Q1,claims,EUR,757.0
2B,2011-Q2,claims,EUR,671.0
2B,2011-Q3,claims,EUR,649.0
2B,2011-Q4,claims,EUR,545.0
2B,2012-Q1,claims,EUR,600.0
2B,2012-Q2,claims,EUR,442.418
2B,2012-Q3,claims,EUR,496.531
2B,2012-Q4,claims,EUR,512.914
2B,2013-Q1,claims,EUR,716.583
2B,2013-Q2,claims,EUR,802.267
2B,2013-Q3,claims,EUR,1360.479
2B,2013-Q4,claims,EUR,876.934
2B,2014-Q1,claims,EUR,445.916
2B,2014-Q2,claims,EUR,585.447
2B,2014-Q3,claims,EUR,411.058
2B,2014-Q4,claims,EUR,1053.656
2B,2015-Q1,claims,EUR,975.577
2B,2015-Q2,claims,EUR,1805.542
2B,2015-Q3,claims,EUR,2799.422
2B,2015-Q4,claims,EUR,376.372
2B,2016-Q1,claims,EUR,698.412
2B,2016-Q2,claims,EUR,726.589
2B,2016-Q3,claims,EUR,719.214
2B,2016-Q4,claims,EUR,742.328
2B,2017-Q1,claims,EUR,868.573
2B,2017-Q2,claims,EUR,855.443
2B,2017-Q3,claims,EUR,862.77
2B,2017-Q4,claims,EUR,702.736
2B,2018-Q1,claims,EUR,449.134
2B,2018-Q2,claims,EUR,685.938
2B,2018-Q3,claims,EUR,613.89
2B,2018-Q4,claims,EUR,611.57
2B,2019-Q1,claims,EUR,690.548
2B,2019-Q2,claims,EUR,641.791
2B,2019-Q3,claims,EUR,707.465
2B,2019-Q4,claims,EUR,702.614
2B,2020-Q1,claims,EUR,669.153
2B,2020-Q2,claims,EUR,664.022
2B,2020-Q3,claims,EUR,688.653
2B,2020-Q4,claims,EUR,726.809
2B,2021-Q1,claims,EUR,642.905
2B,2021-Q2,claims,EUR,814.076
2B,2021-Q3,claims,EUR,793.068
2B,2021-Q4,claims,EUR,634.634
2B,2022-Q1,claims,EUR,684.255
2B,2022-Q2,claims,EUR,608.986
2B,2022-Q3,claims,EUR,491.402
2B,2022-Q4,claims,EUR,532.405
2B,2023-Q1,claims,EUR,584.835
2B,2023-Q2,claims,EUR,609.341
2B,2023-Q3,claims,EUR,362.787
2B,2023-Q4,claims,EUR,600.774
2B,2024-Q1,claims,EUR,529.675
2B,2024-Q2,claims,EUR,477.598
2B,2024-Q3,claims,EUR,477.073
2B,2024-Q4,claims,EUR,442.476
2B,2025-Q1,claims,EUR,442.149
2B,2025-Q2,claims,EUR,452.752
2B,2025-Q3,claims,EUR,533.31
2B,2025-Q4,claims,EUR,901.721
2B,2026-Q1,claims,EUR,663.666
2C,2005-Q2,claims,EUR,1.0
2C,2005-Q3,claims,EUR,1.0
2C,2005-Q4,claims,EUR,1.0
2C,2006-Q2,claims,EUR,1.0
2C,2006-Q3,claims,EUR,1.0
2C,2006-Q4,claims,EUR,1643.0
2C,2007-Q1,claims,EUR,733.0
2C,2007-Q2,claims,EUR,682.0
2C,2007-Q3,claims,EUR,728.0
2C,2007-Q4,claims,EUR,34.0
2C,2008-Q1,claims,EUR,3.0
2C,2008-Q2,claims,EUR,2.0
2C,2008-Q3,claims,EUR,5.0
2C,2008-Q4,claims,EUR,57.0
2C,2009-Q1,claims,EUR,46.0
2C,2009-Q2,claims,EUR,75.0
2C,2009-Q3,claims,EUR,43.0
2C,2009-Q4,claims,EUR,46.0
2C,2010-Q3,claims,EUR,68.0
2C,2014-Q3,claims,EUR,13.0
2C,2014-Q4,claims,EUR,12.0
2C,2015-Q1,claims,EUR,11.0
2C,2015-Q2,claims,EUR,11.0
2C,2015-Q3,claims,EUR,9.0
2C,2015-Q4,claims,EUR,9.0
2C,2016-Q1,claims,EUR,9.091
2C,2016-Q2,claims,EUR,9.073
2C,2016-Q3,claims,EUR,6.0
2C,2016-Q4,claims,EUR,5.025
2C,2017-Q1,claims,EUR,5.0
2C,2017-Q2,claims,EUR,6.0
2C,2017-Q3,claims,EUR,0.0
2C,2017-Q4,claims,EUR,0.339
2C,2018-Q1,claims,EUR,0.0
2C,2020-Q1,claims,EUR,12.095
2C,2020-Q3,claims,EUR,5.0
2C,2020-Q4,claims,EUR,8.367
2C,2021-Q1,claims,EUR,10.0
2C,2021-Q2,claims,EUR,12.0
2C,2021-Q3,claims,EUR,12.0
2C,2021-Q4,claims,EUR,11.0
2C,2022-Q1,claims,EUR,11.0
2C,2022-Q2,claims,EUR,15.223
2C,2022-Q3,claims,EUR,10.01
2C,2022-Q4,claims,EUR,10.011
2C,2023-Q1,claims,EUR,14.899
2C,2023-Q2,claims,EUR,10.011
2C,2023-Q3,claims,EUR,14.253
2C,2023-Q4,claims,EUR,24.222
2C,2024-Q1,claims,EUR,25.28
2C,2024-Q2,claims,EUR,28.936
2C,2024-Q3,claims,EUR,7.061
2C,2024-Q4,claims,EUR,21.657
2C,2025-Q1,claims,EUR,17.555
2C,2025-Q2,claims,EUR,18.457
2C,2025-Q3,claims,EUR,23.137
2C,2025-Q4,claims,EUR,15.773
2C,2026-Q1,claims,EUR,46.732
2D,2011-Q1,claims,EUR,22.0
2H,2000-Q1,claims,EUR,607.0
2H,2000-Q2,claims,EUR,583.0
2H,2000-Q3,claims,EUR,683.0
2H,2000-Q4,claims,EUR,758.0
2H,2001-Q1,claims,EUR,890.0
2H,2001-Q2,claims,EUR,1234.0
2H,2001-Q3,claims,EUR,1064.0
2H,2001-Q4,claims,EUR,647.0
2H,2002-Q1,claims,EUR,773.0
2H,2002-Q2,claims,EUR,548.0
2H,2002-Q3,claims,EUR,669.0
2H,2002-Q4,claims,EUR,547.0
2H,2003-Q1,claims,EUR,613.0
2H,2003-Q2,claims,EUR,816.0
2H,2003-Q3,claims,EUR,702.0
2H,2003-Q4,claims,EUR,1056.0
2H,2004-Q1,claims,EUR,448.0
2H,2004-Q2,claims,EUR,324.0
2H,2004-Q3,claims,EUR,328.0
2H,2004-Q4,claims,EUR,308.0
2H,2005-Q1,claims,EUR,493.0
2H,2005-Q2,claims,EUR,384.0
2H,2005-Q3,claims,EUR,378.0
2H,2005-Q4,claims,EUR,480.0
2H,2006-Q1,claims,EUR,515.0
2H,2006-Q2,claims,EUR,319.0
2H,2006-Q3,claims,EUR,389.0
2H,2006-Q4,claims,EUR,380.0
2H,2007-Q1,claims,EUR,416.0
2H,2007-Q2,claims,EUR,355.0
2H,2007-Q3,claims,EUR,414.0
2H,2007-Q4,claims,EUR,539.0
2H,2008-Q1,claims,EUR,759.0
2H,2008-Q2,claims,EUR,988.0
2H,2008-Q3,claims,EUR,681.0
2H,2008-Q4,claims,EUR,646.0
2H,2009-Q1,claims,EUR,525.0
2H,2009-Q2,claims,EUR,467.0
2H,2009-Q3,claims,EUR,549.0
2H,2009-Q4,claims,EUR,483.0
2H,2010-Q1,claims,EUR,397.0
2H,2010-Q2,claims,EUR,433.0
2H,2010-Q3,claims,EUR,424.0
2H,2010-Q4,claims,EUR,383.0
2H,2011-Q1,claims,EUR,421.669
2H,2011-Q2,claims,EUR,611.0
2H,2011-Q3,claims,EUR,543.0
2H,2011-Q4,claims,EUR,689.0
2H,2012-Q1,claims,EUR,693.0
2H,2012-Q2,claims,EUR,623.327
2H,2012-Q3,claims,EUR,561.253
2H,2012-Q4,claims,EUR,514.932
2H,2013-Q1,claims,EUR,428.808
2H,2013-Q2,claims,EUR,568.039
2H,2013-Q3,claims,EUR,723.112
2H,2013-Q4,claims,EUR,594.951
2H,2014-Q1,claims,EUR,674.762
2H,2014-Q2,claims,EUR,728.706
2H,2014-Q3,claims,EUR,556.386
2H,2014-Q4,claims,EUR,99.076
2H,2015-Q1,claims,EUR,68.813
2H,2015-Q2,claims,EUR,138.458
2H,2015-Q3,claims,EUR,73.836
2H,2015-Q4,claims,EUR,77.132
2H,2016-Q1,claims,EUR,102.892
2H,2016-Q2,claims,EUR,100.145
2H,2016-Q3,claims,EUR,110.101
2H,2016-Q4,claims,EUR,100.333
2H,2017-Q1,claims,EUR,101.731
2H,2017-Q2,claims,EUR,119.527
2H,2017-Q3,claims,EUR,94.259
2H,2017-Q4,claims,EUR,91.346
2H,2018-Q1,claims,EUR,67.401
2H,2018-Q2,claims,EUR,105.119
2H,2018-Q3,claims,EUR,85.767
2H,2018-Q4,claims,EUR,58.545
2H,2019-Q1,claims,EUR,33.428
2H,2019-Q2,claims,EUR,120.434
2H,2019-Q3,claims,EUR,31.897
2H,2019-Q4,claims,EUR,33.276
2H,2020-Q1,claims,EUR,36.492
2H,2020-Q2,claims,EUR,36.529
2H,2020-Q3,claims,EUR,46.323
2H,2020-Q4,claims,EUR,48.712
2H,2021-Q1,claims,EUR,24.017
2H,2021-Q2,claims,EUR,23.021
2H,2021-Q3,claims,EUR,24.014
2H,2021-Q4,claims,EUR,23.01
2H,2022-Q1,claims,EUR,18.016
2H,2022-Q2,claims,EUR,1.012
2H,2022-Q3,claims,EUR,0.0
2H,2022-Q4,claims,EUR,0.0
2H,2023-Q1,claims,EUR,0.0
2H,2023-Q2,claims,EUR,0.0
2H,2023-Q3,claims,EUR,0.0
2H,2023-Q4,claims,EUR,0.0
2H,2024-Q1,claims,EUR,34.0
2H,2024-Q2,claims,EUR,34.0
2H,2024-Q3,claims,EUR,36.0
2H,2024-Q4,claims,EUR,33.0
2H,2025-Q1,claims,EUR,34.0
2H,2025-Q2,claims,EUR,38.0
2H,2025-Q3,claims,EUR,37.0
2H,2025-Q4,claims,EUR,37.0
2H,2026-Q1,claims,EUR,59.0
2N,2002-Q1,claims,EUR,0.0
2N,2003-Q1,claims,EUR,0.0
2N,2003-Q3,claims,EUR,0.0
2N,2003-Q4,claims,EUR,0.0
2N,2004-Q1,claims,EUR,0.0
2N,2004-Q4,claims,EUR,0.0
2N,2006-Q4,claims,EUR,1.0
2N,2007-Q1,claims,EUR,2943.0
2N,2007-Q2,claims,EUR,2264.0
2N,2007-Q3,claims,EUR,1788.0
2N,2007-Q4,claims,EUR,3326.0
2N,2008-Q1,claims,EUR,5403.0
2N,2008-Q2,claims,EUR,4601.0
2N,2008-Q3,claims,EUR,4727.0
2N,2008-Q4,claims,EUR,5546.0
2N,2009-Q1,claims,EUR,4038.0
2N,2009-Q2,claims,EUR,4394.0
2N,2009-Q3,claims,EUR,4773.0
2N,2009-Q4,claims,EUR,5280.0
2N,2010-Q1,claims,EUR,4472.0
2N,2010-Q2,claims,EUR,1228.0
2N,2010-Q3,claims,EUR,1687.0
2N,2010-Q4,claims,EUR,1469.0
2N,2011-Q1,claims,EUR,1587.0
2N,2011-Q2,claims,EUR,1504.0
2N,2011-Q3,claims,EUR,1716.0
2N,2011-Q4,claims,EUR,1621.0
2N,2012-Q1,claims,EUR,2245.0
2N,2012-Q2,claims,EUR,1959.935
2N,2012-Q3,claims,EUR,1370.305
2N,2012-Q4,claims,EUR,1301.936
2N,2013-Q1,claims,EUR,1592.028
2N,2013-Q2,claims,EUR,1226.887
2N,2013-Q3,claims,EUR,1304.688
2N,2013-Q4,claims,EUR,1145.068
2N,2014-Q1,claims,EUR,1468.919
2N,2014-Q2,claims,EUR,587.381
2N,2014-Q3,claims,EUR,713.97
2N,2014-Q4,claims,EUR,818.959
2N,2015-Q1,claims,EUR,769.218
2N,2015-Q2,claims,EUR,558.59
2N,2015-Q3,claims,EUR,597.56
2N,2015-Q4,claims,EUR,513.198
2N,2016-Q1,claims,EUR,552.24
2N,2016-Q2,claims,EUR,452.08
2N,2016-Q3,claims,EUR,454.502
2N,2016-Q4,claims,EUR,329.714
2N,2017-Q1,claims,EUR,308.336
2N,2017-Q2,claims,EUR,316.422
2N,2017-Q3,claims,EUR,271.387
2N,2017-Q4,claims,EUR,281.195
2N,2018-Q1,claims,EUR,288.55
2N,2018-Q2,claims,EUR,262.164
2N,2018-Q3,claims,EUR,213.207
2N,2018-Q4,claims,EUR,217.373
2N,2019-Q1,claims,EUR,266.57
2N,2019-Q2,claims,EUR,339.073
2N,2019-Q3,claims,EUR,161.545
2N,2019-Q4,claims,EUR,355.672
2N,2020-Q1,claims,EUR,309.661
2N,2020-Q2,claims,EUR,317.136
2N,2020-Q3,claims,EUR,338.746
2N,2020-Q4,claims,EUR,259.703
2N,2021-Q1,claims,EUR,250.929
2N,2021-Q2,claims,EUR,241.113
2N,2021-Q3,claims,EUR,196.591
2N,2021-Q4,claims,EUR,154.906
2N,2022-Q1,claims,EUR,1489.25
2N,2022-Q2,claims,EUR,1037.92
2N,2022-Q3,claims,EUR,926.348
2N,2022-Q4,claims,EUR,944.544
2N,2023-Q1,claims,EUR,1006.228
2N,2023-Q2,claims,EUR,882.306
2N,2023-Q3,claims,EUR,877.968
2N,2023-Q4,claims,EUR,982.546
2N,2024-Q1,claims,EUR,897.642
2N,2024-Q2,claims,EUR,778.271
2N,2024-Q3,claims,EUR,943.69
2N,2024-Q4,claims,EUR,952.861
2N,2025-Q1,claims,EUR,964.461
2N,2025-Q2,claims,EUR,1175.672
2N,2025-Q3,claims,EUR,1392.202
2N,2025-Q4,claims,EUR,1381.43
2N,2026-Q1,claims,EUR,1410.757
2O,2000-Q1,claims,EUR,107.0
2O,2000-Q2,claims,EUR,128.0
2O,2000-Q3,claims,EUR,123.0
2O,2000-Q4,claims,EUR,80.0
2O,2001-Q1,claims,EUR,65.0
2O,2001-Q2,claims,EUR,65.0
2O,2001-Q3,claims,EUR,100.0
2O,2001-Q4,claims,EUR,116.0
2O,2002-Q1,claims,EUR,128.0
2O,2002-Q2,claims,EUR,121.0
2O,2002-Q3,claims,EUR,182.0
2O,2002-Q4,claims,EUR,122.0
2O,2003-Q1,claims,EUR,118.0
2O,2003-Q2,claims,EUR,161.0
2O,2003-Q3,claims,EUR,133.0
2O,2003-Q4,claims,EUR,135.0
2O,2004-Q1,claims,EUR,107.0
2O,2004-Q2,claims,EUR,206.0
2O,2004-Q3,claims,EUR,132.0
2O,2004-Q4,claims,EUR,78.0
2O,2005-Q1,claims,EUR,605.0
2O,2005-Q2,claims,EUR,51.0
2O,2005-Q3,claims,EUR,71.0
2O,2005-Q4,claims,EUR,104.0
2O,2006-Q1,claims,EUR,92.0
2O,2006-Q2,claims,EUR,103.0
2O,2006-Q3,claims,EUR,125.0
2O,2006-Q4,claims,EUR,246.0
2O,2007-Q1,claims,EUR,421.0
2O,2007-Q2,claims,EUR,483.0
2O,2007-Q3,claims,EUR,357.0
2O,2007-Q4,claims,EUR,407.0
2O,2008-Q1,claims,EUR,600.0
2O,2008-Q2,claims,EUR,280.0
2O,2008-Q3,claims,EUR,250.0
2O,2008-Q4,claims,EUR,259.0
2O,2009-Q1,claims,EUR,170.0
2O,2009-Q2,claims,EUR,205.0
2O,2009-Q3,claims,EUR,205.0
2O,2009-Q4,claims,EUR,190.0
2O,2010-Q1,claims,EUR,116.0
2O,2010-Q2,claims,EUR,113.0
2O,2010-Q3,claims,EUR,387.0
2O,2010-Q4,claims,EUR,259.0
2O,2011-Q1,claims,EUR,84.0
2O,2011-Q2,claims,EUR,58.0
2O,2011-Q3,claims,EUR,74.0
2O,2011-Q4,claims,EUR,57.0
2O,2012-Q1,claims,EUR,62.999
2O,2012-Q2,claims,EUR,121.352
2O,2012-Q3,claims,EUR,58.809
2O,2012-Q4,claims,EUR,57.067
2O,2013-Q1,claims,EUR,60.384
2O,2013-Q2,claims,EUR,75.872
2O,2013-Q3,claims,EUR,118.857
2O,2013-Q4,claims,EUR,217.488
2O,2014-Q1,claims,EUR,217.283
2O,2014-Q2,claims,EUR,45.392
2O,2014-Q3,claims,EUR,49.611
2O,2014-Q4,claims,EUR,61.654
2O,2015-Q1,claims,EUR,48.986
2O,2015-Q2,claims,EUR,76.685
2O,2015-Q3,claims,EUR,38.212
2O,2015-Q4,claims,EUR,43.982
2O,2016-Q1,claims,EUR,45.537
2O,2016-Q2,claims,EUR,43.368
2O,2016-Q3,claims,EUR,44.355
2O,2016-Q4,claims,EUR,159.756
2O,2017-Q1,claims,EUR,67.03
2O,2017-Q2,claims,EUR,104.967
2O,2017-Q3,claims,EUR,70.381
2O,2017-Q4,claims,EUR,125.565
2O,2018-Q1,claims,EUR,47.725
2O,2018-Q2,claims,EUR,34.937
2O,2018-Q3,claims,EUR,339.423
2O,2018-Q4,claims,EUR,13.527
2O,2019-Q1,claims,EUR,17.712
2O,2019-Q2,claims,EUR,21.985
2O,2019-Q3,claims,EUR,69.648
2O,2019-Q4,claims,EUR,17.938
2O,2020-Q1,claims,EUR,20.005
2O,2020-Q2,claims,EUR,16.063
2O,2020-Q3,claims,EUR,16.355
2O,2020-Q4,claims,EUR,18.158
2O,2021-Q1,claims,EUR,9.04
2O,2021-Q2,claims,EUR,6.047
2O,2021-Q3,claims,EUR,8.027
2O,2021-Q4,claims,EUR,9.019
2O,2022-Q1,claims,EUR,20.035
2O,2022-Q2,claims,EUR,24.027
2O,2022-Q3,claims,EUR,0.008
2O,2022-Q4,claims,EUR,0.009
2O,2023-Q1,claims,EUR,0.009
2O,2023-Q2,claims,EUR,0.009
2O,2023-Q3,claims,EUR,0.009
