cp_iso2,period,position,currency,usd_mn
IE,2014-Q4,liabilities,USD,208472.521
IE,2015-Q1,liabilities,USD,207798.717
IE,2015-Q2,liabilities,USD,207486.006
IE,2015-Q3,liabilities,USD,201266.693
IE,2015-Q4,liabilities,USD,240867.758
IE,2016-Q1,liabilities,USD,249118.298
IE,2016-Q2,liabilities,USD,241193.597
IE,2016-Q3,liabilities,USD,232439.506
IE,2016-Q4,liabilities,USD,232808.979
IE,2017-Q1,liabilities,USD,236597.351
IE,2017-Q2,liabilities,USD,244579.662
IE,2017-Q3,liabilities,USD,247179.211
IE,2017-Q4,liabilities,USD,225448.028
IE,2018-Q1,liabilities,USD,226412.447
IE,2018-Q2,liabilities,USD,243893.817
IE,2018-Q3,liabilities,USD,240239.079
IE,2018-Q4,liabilities,USD,226467.455
IE,2019-Q1,liabilities,USD,235219.879
IE,2019-Q2,liabilities,USD,267438.889
IE,2019-Q3,liabilities,USD,263431.211
IE,2019-Q4,liabilities,USD,265839.54
IE,2020-Q1,liabilities,USD,275880.818
IE,2020-Q2,liabilities,USD,266923.543
IE,2020-Q3,liabilities,USD,273652.63
IE,2020-Q4,liabilities,USD,271364.462
IE,2021-Q1,liabilities,USD,300583.701
IE,2021-Q2,liabilities,USD,310273.164
IE,2021-Q3,liabilities,USD,318213.872
IE,2021-Q4,liabilities,USD,305790.24
IE,2022-Q1,liabilities,USD,312797.044
IE,2022-Q2,liabilities,USD,317425.683
IE,2022-Q3,liabilities,USD,347062.497
IE,2022-Q4,liabilities,USD,335761.674
IE,2023-Q1,liabilities,USD,355455.501
IE,2023-Q2,liabilities,USD,364651.656
IE,2023-Q3,liabilities,USD,383464.91
IE,2023-Q4,liabilities,USD,349865.024
IE,2024-Q1,liabilities,USD,358733.008
IE,2024-Q2,liabilities,USD,371118.031
IE,2024-Q3,liabilities,USD,384762.369
IE,2024-Q4,liabilities,USD,385032.642
IE,2025-Q1,liabilities,USD,426356.272
IE,2025-Q2,liabilities,USD,429696.066
IE,2025-Q3,liabilities,USD,445355.524
IE,2025-Q4,liabilities,USD,439592.083
IE,2026-Q1,liabilities,USD,482025.288
IL,2000-Q1,liabilities,USD,19737.0
IL,2000-Q2,liabilities,USD,20199.0
IL,2000-Q3,liabilities,USD,17877.0
IL,2000-Q4,liabilities,USD,19328.0
IL,2001-Q1,liabilities,USD,20704.0
IL,2001-Q2,liabilities,USD,21446.0
IL,2001-Q3,liabilities,USD,21023.0
IL,2001-Q4,liabilities,USD,21404.0
IL,2002-Q1,liabilities,USD,19613.0
IL,2002-Q2,liabilities,USD,18426.0
IL,2002-Q3,liabilities,USD,18802.0
IL,2002-Q4,liabilities,USD,19245.0
IL,2003-Q1,liabilities,USD,18691.0
IL,2003-Q2,liabilities,USD,23045.0
IL,2003-Q3,liabilities,USD,21548.0
IL,2003-Q4,liabilities,USD,24138.0
IL,2004-Q1,liabilities,USD,23605.0
IL,2004-Q2,liabilities,USD,20831.0
IL,2004-Q3,liabilities,USD,25726.0
IL,2004-Q4,liabilities,USD,23102.0
IL,2005-Q1,liabilities,USD,29480.0
IL,2005-Q2,liabilities,USD,29576.0
IL,2005-Q3,liabilities,USD,24924.0
IL,2005-Q4,liabilities,USD,28392.0
IL,2006-Q1,liabilities,USD,27580.0
IL,2006-Q2,liabilities,USD,29560.0
IL,2006-Q3,liabilities,USD,33648.0
IL,2006-Q4,liabilities,USD,37898.0
IL,2007-Q1,liabilities,USD,39961.0
IL,2007-Q2,liabilities,USD,40757.0
IL,2007-Q3,liabilities,USD,38062.0
IL,2007-Q4,liabilities,USD,38114.0
IL,2008-Q1,liabilities,USD,39509.0
IL,2008-Q2,liabilities,USD,36279.0
IL,2008-Q3,liabilities,USD,32168.0
IL,2008-Q4,liabilities,USD,25340.0
IL,2009-Q1,liabilities,USD,26422.0
IL,2009-Q2,liabilities,USD,24197.0
IL,2009-Q3,liabilities,USD,22425.0
IL,2009-Q4,liabilities,USD,21805.0
IL,2010-Q1,liabilities,USD,19835.0
IL,2010-Q2,liabilities,USD,18846.0
IL,2010-Q3,liabilities,USD,16998.0
IL,2010-Q4,liabilities,USD,16884.0
IL,2011-Q1,liabilities,USD,19144.34
IL,2011-Q2,liabilities,USD,19533.0
IL,2011-Q3,liabilities,USD,22232.0
IL,2011-Q4,liabilities,USD,22641.0
IL,2012-Q1,liabilities,USD,20905.891
IL,2012-Q2,liabilities,USD,24326.631
IL,2012-Q3,liabilities,USD,18346.482
IL,2012-Q4,liabilities,USD,21037.357
IL,2013-Q1,liabilities,USD,20201.628
IL,2013-Q2,liabilities,USD,23730.792
IL,2013-Q3,liabilities,USD,22062.697
IL,2013-Q4,liabilities,USD,22572.319
IL,2014-Q1,liabilities,USD,22112.834
IL,2014-Q2,liabilities,USD,22609.476
IL,2014-Q3,liabilities,USD,22672.62
IL,2014-Q4,liabilities,USD,26763.729
IL,2015-Q1,liabilities,USD,27822.694
IL,2015-Q2,liabilities,USD,22831.721
IL,2015-Q3,liabilities,USD,23493.899
IL,2015-Q4,liabilities,USD,22739.445
IL,2016-Q1,liabilities,USD,22783.006
IL,2016-Q2,liabilities,USD,23900.504
IL,2016-Q3,liabilities,USD,23695.473
IL,2016-Q4,liabilities,USD,26545.507
IL,2017-Q1,liabilities,USD,26812.751
IL,2017-Q2,liabilities,USD,26499.635
IL,2017-Q3,liabilities,USD,27458.124
IL,2017-Q4,liabilities,USD,27491.471
IL,2018-Q1,liabilities,USD,26157.839
IL,2018-Q2,liabilities,USD,24922.508
IL,2018-Q3,liabilities,USD,25441.023
IL,2018-Q4,liabilities,USD,24968.464
IL,2019-Q1,liabilities,USD,25891.685
IL,2019-Q2,liabilities,USD,28924.977
IL,2019-Q3,liabilities,USD,27387.521
IL,2019-Q4,liabilities,USD,28788.936
IL,2020-Q1,liabilities,USD,36966.172
IL,2020-Q2,liabilities,USD,30683.829
IL,2020-Q3,liabilities,USD,33430.264
IL,2020-Q4,liabilities,USD,31603.906
IL,2021-Q1,liabilities,USD,37633.8
IL,2021-Q2,liabilities,USD,34409.473
IL,2021-Q3,liabilities,USD,35437.861
IL,2021-Q4,liabilities,USD,37309.54
IL,2022-Q1,liabilities,USD,35245.679
IL,2022-Q2,liabilities,USD,33788.684
IL,2022-Q3,liabilities,USD,32652.651
IL,2022-Q4,liabilities,USD,35612.178
IL,2023-Q1,liabilities,USD,34924.37
IL,2023-Q2,liabilities,USD,31512.452
IL,2023-Q3,liabilities,USD,31054.917
IL,2023-Q4,liabilities,USD,38467.929
IL,2024-Q1,liabilities,USD,36604.829
IL,2024-Q2,liabilities,USD,37569.076
IL,2024-Q3,liabilities,USD,44180.467
IL,2024-Q4,liabilities,USD,39658.765
IL,2025-Q1,liabilities,USD,37003.821
IL,2025-Q2,liabilities,USD,49031.129
IL,2025-Q3,liabilities,USD,46957.374
IL,2025-Q4,liabilities,USD,47653.631
IL,2026-Q1,liabilities,USD,45202.828
IM,2001-Q4,liabilities,USD,7481.0
IM,2002-Q1,liabilities,USD,6961.0
IM,2002-Q2,liabilities,USD,6767.0
IM,2002-Q3,liabilities,USD,7314.0
IM,2002-Q4,liabilities,USD,7520.0
IM,2003-Q1,liabilities,USD,6367.0
IM,2003-Q2,liabilities,USD,6801.0
IM,2003-Q3,liabilities,USD,7702.0
IM,2003-Q4,liabilities,USD,8926.0
IM,2004-Q1,liabilities,USD,8481.0
IM,2004-Q2,liabilities,USD,9231.0
IM,2004-Q3,liabilities,USD,6471.0
IM,2004-Q4,liabilities,USD,8609.0
IM,2005-Q1,liabilities,USD,7862.0
IM,2005-Q2,liabilities,USD,12375.0
IM,2005-Q3,liabilities,USD,9041.0
IM,2005-Q4,liabilities,USD,9319.0
IM,2006-Q1,liabilities,USD,9576.0
IM,2006-Q2,liabilities,USD,9865.0
IM,2006-Q3,liabilities,USD,10803.0
IM,2006-Q4,liabilities,USD,11988.0
IM,2007-Q1,liabilities,USD,14200.0
IM,2007-Q2,liabilities,USD,14579.0
IM,2007-Q3,liabilities,USD,15105.0
IM,2007-Q4,liabilities,USD,15514.0
IM,2008-Q1,liabilities,USD,16302.0
IM,2008-Q2,liabilities,USD,15713.0
IM,2008-Q3,liabilities,USD,13882.0
IM,2008-Q4,liabilities,USD,13058.0
IM,2009-Q1,liabilities,USD,12398.0
IM,2009-Q2,liabilities,USD,12676.0
IM,2009-Q3,liabilities,USD,14585.0
IM,2009-Q4,liabilities,USD,17197.0
IM,2010-Q1,liabilities,USD,15594.0
IM,2010-Q2,liabilities,USD,16590.0
IM,2010-Q3,liabilities,USD,16849.0
IM,2010-Q4,liabilities,USD,16680.0
IM,2011-Q1,liabilities,USD,14861.0
IM,2011-Q2,liabilities,USD,14008.0
IM,2011-Q3,liabilities,USD,14506.0
IM,2011-Q4,liabilities,USD,12520.0
IM,2012-Q1,liabilities,USD,11864.509
IM,2012-Q2,liabilities,USD,11909.366
IM,2012-Q3,liabilities,USD,12083.698
IM,2012-Q4,liabilities,USD,15012.08
IM,2013-Q1,liabilities,USD,15657.496
IM,2013-Q2,liabilities,USD,11904.733
IM,2013-Q3,liabilities,USD,12456.998
IM,2013-Q4,liabilities,USD,11975.058
IM,2014-Q1,liabilities,USD,12639.998
IM,2014-Q2,liabilities,USD,12599.043
IM,2014-Q3,liabilities,USD,12694.451
IM,2014-Q4,liabilities,USD,12887.132
IM,2015-Q1,liabilities,USD,12760.401
IM,2015-Q2,liabilities,USD,11557.122
IM,2015-Q3,liabilities,USD,13580.008
IM,2015-Q4,liabilities,USD,13519.932
IM,2016-Q1,liabilities,USD,13010.205
IM,2016-Q2,liabilities,USD,13171.795
IM,2016-Q3,liabilities,USD,14316.79
IM,2016-Q4,liabilities,USD,11833.559
IM,2017-Q1,liabilities,USD,11771.004
IM,2017-Q2,liabilities,USD,9431.459
IM,2017-Q3,liabilities,USD,12305.784
IM,2017-Q4,liabilities,USD,9034.669
IM,2018-Q1,liabilities,USD,9391.182
IM,2018-Q2,liabilities,USD,8710.196
IM,2018-Q3,liabilities,USD,8745.313
IM,2018-Q4,liabilities,USD,9919.355
IM,2019-Q1,liabilities,USD,9221.125
IM,2019-Q2,liabilities,USD,7672.458
IM,2019-Q3,liabilities,USD,6119.331
IM,2019-Q4,liabilities,USD,8716.526
IM,2020-Q1,liabilities,USD,9931.874
IM,2020-Q2,liabilities,USD,7788.609
IM,2020-Q3,liabilities,USD,7141.322
IM,2020-Q4,liabilities,USD,8310.818
IM,2021-Q1,liabilities,USD,7598.191
IM,2021-Q2,liabilities,USD,6324.461
IM,2021-Q3,liabilities,USD,8802.328
IM,2021-Q4,liabilities,USD,7850.398
IM,2022-Q1,liabilities,USD,7243.788
IM,2022-Q2,liabilities,USD,8007.005
IM,2022-Q3,liabilities,USD,7876.913
IM,2022-Q4,liabilities,USD,7120.464
IM,2023-Q1,liabilities,USD,7146.609
IM,2023-Q2,liabilities,USD,7278.635
IM,2023-Q3,liabilities,USD,8104.445
IM,2023-Q4,liabilities,USD,8147.927
IM,2024-Q1,liabilities,USD,7532.799
IM,2024-Q2,liabilities,USD,7856.512
IM,2024-Q3,liabilities,USD,7954.341
IM,2024-Q4,liabilities,USD,13188.9
IM,2025-Q1,liabilities,USD,13874.194
IM,2025-Q2,liabilities,USD,14743.785
IM,2025-Q3,liabilities,USD,15969.828
IM,2025-Q4,liabilities,USD,18118.786
IM,2026-Q1,liabilities,USD,17947.31
IN,2000-Q1,liabilities,USD,14683.0
IN,2000-Q2,liabilities,USD,14977.0
IN,2000-Q3,liabilities,USD,16356.0
IN,2000-Q4,liabilities,USD,15913.0
IN,2001-Q1,liabilities,USD,16625.0
IN,2001-Q2,liabilities,USD,16736.0
IN,2001-Q3,liabilities,USD,16577.0
IN,2001-Q4,liabilities,USD,16337.0
IN,2002-Q1,liabilities,USD,16335.0
IN,2002-Q2,liabilities,USD,16348.0
IN,2002-Q3,liabilities,USD,15615.0
IN,2002-Q4,liabilities,USD,14619.0
IN,2003-Q1,liabilities,USD,14565.0
IN,2003-Q2,liabilities,USD,16162.0
IN,2003-Q3,liabilities,USD,22060.0
IN,2003-Q4,liabilities,USD,16152.0
IN,2004-Q1,liabilities,USD,20516.0
IN,2004-Q2,liabilities,USD,21124.0
IN,2004-Q3,liabilities,USD,22660.0
IN,2004-Q4,liabilities,USD,24395.0
IN,2005-Q1,liabilities,USD,23101.0
IN,2005-Q2,liabilities,USD,22741.0
IN,2005-Q3,liabilities,USD,27329.0
IN,2005-Q4,liabilities,USD,32126.0
IN,2006-Q1,liabilities,USD,36801.0
IN,2006-Q2,liabilities,USD,37751.0
IN,2006-Q3,liabilities,USD,39994.0
IN,2006-Q4,liabilities,USD,48433.0
IN,2007-Q1,liabilities,USD,47553.0
IN,2007-Q2,liabilities,USD,52216.0
IN,2007-Q3,liabilities,USD,45091.0
IN,2007-Q4,liabilities,USD,33565.0
IN,2008-Q1,liabilities,USD,28689.0
IN,2008-Q2,liabilities,USD,27204.0
IN,2008-Q3,liabilities,USD,26308.0
IN,2008-Q4,liabilities,USD,33943.0
IN,2009-Q1,liabilities,USD,38153.0
IN,2009-Q2,liabilities,USD,39510.0
IN,2009-Q3,liabilities,USD,37314.0
IN,2009-Q4,liabilities,USD,37372.0
IN,2010-Q1,liabilities,USD,29995.0
IN,2010-Q2,liabilities,USD,26924.0
IN,2010-Q3,liabilities,USD,33285.0
IN,2010-Q4,liabilities,USD,29425.0
IN,2011-Q1,liabilities,USD,34740.252
IN,2011-Q2,liabilities,USD,27672.0
IN,2011-Q3,liabilities,USD,24448.0
IN,2011-Q4,liabilities,USD,24135.0
IN,2012-Q1,liabilities,USD,27872.441
IN,2012-Q2,liabilities,USD,19191.86
IN,2012-Q3,liabilities,USD,18809.822
IN,2012-Q4,liabilities,USD,17024.786
IN,2013-Q1,liabilities,USD,25168.415
IN,2013-Q2,liabilities,USD,17702.369
IN,2013-Q3,liabilities,USD,23951.363
IN,2013-Q4,liabilities,USD,33728.895
IN,2014-Q1,liabilities,USD,36285.603
IN,2014-Q2,liabilities,USD,35842.59
IN,2014-Q3,liabilities,USD,37181.572
IN,2014-Q4,liabilities,USD,29998.311
IN,2015-Q1,liabilities,USD,37776.839
IN,2015-Q2,liabilities,USD,34948.203
IN,2015-Q3,liabilities,USD,35760.388
IN,2015-Q4,liabilities,USD,37955.117
IN,2016-Q1,liabilities,USD,47033.595
IN,2016-Q2,liabilities,USD,49661.885
IN,2016-Q3,liabilities,USD,62273.543
IN,2016-Q4,liabilities,USD,41864.913
IN,2017-Q1,liabilities,USD,54722.151
IN,2017-Q2,liabilities,USD,48904.334
IN,2017-Q3,liabilities,USD,51295.642
IN,2017-Q4,liabilities,USD,50481.811
IN,2018-Q1,liabilities,USD,54867.718
IN,2018-Q2,liabilities,USD,50016.943
IN,2018-Q3,liabilities,USD,51067.293
IN,2018-Q4,liabilities,USD,51420.552
IN,2019-Q1,liabilities,USD,65732.79
IN,2019-Q2,liabilities,USD,64760.269
IN,2019-Q3,liabilities,USD,68335.19
IN,2019-Q4,liabilities,USD,65709.813
IN,2020-Q1,liabilities,USD,66606.761
IN,2020-Q2,liabilities,USD,61943.74
IN,2020-Q3,liabilities,USD,64204.012
IN,2020-Q4,liabilities,USD,72563.104
IN,2021-Q1,liabilities,USD,99490.855
IN,2021-Q2,liabilities,USD,97850.532
IN,2021-Q3,liabilities,USD,106660.02
IN,2021-Q4,liabilities,USD,103279.531
IN,2022-Q1,liabilities,USD,106429.352
IN,2022-Q2,liabilities,USD,82353.734
IN,2022-Q3,liabilities,USD,86355.281
IN,2022-Q4,liabilities,USD,76617.406
IN,2023-Q1,liabilities,USD,76644.256
IN,2023-Q2,liabilities,USD,68189.236
IN,2023-Q3,liabilities,USD,71053.474
IN,2023-Q4,liabilities,USD,67459.969
IN,2024-Q1,liabilities,USD,72226.094
IN,2024-Q2,liabilities,USD,73538.116
IN,2024-Q3,liabilities,USD,78396.356
IN,2024-Q4,liabilities,USD,87638.207
IN,2025-Q1,liabilities,USD,97885.448
IN,2025-Q2,liabilities,USD,106389.94
IN,2025-Q3,liabilities,USD,98783.734
IN,2025-Q4,liabilities,USD,105628.744
IN,2026-Q1,liabilities,USD,108721.348
IQ,2000-Q1,liabilities,USD,1018.0
IQ,2000-Q2,liabilities,USD,1010.0
IQ,2000-Q3,liabilities,USD,1025.0
IQ,2000-Q4,liabilities,USD,942.0
IQ,2001-Q1,liabilities,USD,631.0
IQ,2001-Q2,liabilities,USD,638.0
IQ,2001-Q3,liabilities,USD,838.0
IQ,2001-Q4,liabilities,USD,956.0
IQ,2002-Q1,liabilities,USD,855.0
IQ,2002-Q2,liabilities,USD,843.0
IQ,2002-Q3,liabilities,USD,830.0
IQ,2002-Q4,liabilities,USD,900.0
IQ,2003-Q1,liabilities,USD,706.0
IQ,2003-Q2,liabilities,USD,721.0
IQ,2003-Q3,liabilities,USD,602.0
IQ,2003-Q4,liabilities,USD,434.0
IQ,2004-Q1,liabilities,USD,437.0
IQ,2004-Q2,liabilities,USD,411.0
IQ,2004-Q3,liabilities,USD,386.0
IQ,2004-Q4,liabilities,USD,420.0
IQ,2005-Q1,liabilities,USD,409.0
IQ,2005-Q2,liabilities,USD,556.0
IQ,2005-Q3,liabilities,USD,535.0
IQ,2005-Q4,liabilities,USD,556.0
IQ,2006-Q1,liabilities,USD,599.0
IQ,2006-Q2,liabilities,USD,901.0
IQ,2006-Q3,liabilities,USD,789.0
IQ,2006-Q4,liabilities,USD,1389.0
IQ,2007-Q1,liabilities,USD,1016.0
IQ,2007-Q2,liabilities,USD,1319.0
IQ,2007-Q3,liabilities,USD,1375.0
IQ,2007-Q4,liabilities,USD,1290.0
IQ,2008-Q1,liabilities,USD,1389.0
IQ,2008-Q2,liabilities,USD,1610.0
IQ,2008-Q3,liabilities,USD,1743.0
IQ,2008-Q4,liabilities,USD,2294.0
IQ,2009-Q1,liabilities,USD,1942.0
IQ,2009-Q2,liabilities,USD,1893.0
IQ,2009-Q3,liabilities,USD,2138.0
IQ,2009-Q4,liabilities,USD,1626.0
IQ,2010-Q1,liabilities,USD,1410.0
IQ,2010-Q2,liabilities,USD,1722.0
IQ,2010-Q3,liabilities,USD,1731.0
IQ,2010-Q4,liabilities,USD,1838.0
IQ,2011-Q1,liabilities,USD,1859.6
IQ,2011-Q2,liabilities,USD,1756.0
IQ,2011-Q3,liabilities,USD,2345.0
IQ,2011-Q4,liabilities,USD,2552.0
IQ,2012-Q1,liabilities,USD,2509.0
IQ,2012-Q2,liabilities,USD,3877.605
IQ,2012-Q3,liabilities,USD,3434.505
IQ,2012-Q4,liabilities,USD,3308.123
IQ,2013-Q1,liabilities,USD,3557.257
IQ,2013-Q2,liabilities,USD,5384.347
IQ,2013-Q3,liabilities,USD,8331.711
IQ,2013-Q4,liabilities,USD,9135.394
IQ,2014-Q1,liabilities,USD,10307.998
IQ,2014-Q2,liabilities,USD,10235.883
IQ,2014-Q3,liabilities,USD,12603.518
IQ,2014-Q4,liabilities,USD,14707.028
IQ,2015-Q1,liabilities,USD,9512.184
IQ,2015-Q2,liabilities,USD,9938.543
IQ,2015-Q3,liabilities,USD,7444.227
IQ,2015-Q4,liabilities,USD,5796.316
IQ,2016-Q1,liabilities,USD,4877.138
IQ,2016-Q2,liabilities,USD,4222.219
IQ,2016-Q3,liabilities,USD,4434.42
IQ,2016-Q4,liabilities,USD,3960.151
IQ,2017-Q1,liabilities,USD,3797.024
IQ,2017-Q2,liabilities,USD,4974.943
IQ,2017-Q3,liabilities,USD,4058.031
IQ,2017-Q4,liabilities,USD,4543.994
IQ,2018-Q1,liabilities,USD,4050.234
IQ,2018-Q2,liabilities,USD,5684.451
IQ,2018-Q3,liabilities,USD,6722.526
IQ,2018-Q4,liabilities,USD,7298.069
IQ,2019-Q1,liabilities,USD,7228.549
IQ,2019-Q2,liabilities,USD,9615.412
IQ,2019-Q3,liabilities,USD,10950.543
IQ,2019-Q4,liabilities,USD,9638.786
IQ,2020-Q1,liabilities,USD,9135.081
IQ,2020-Q2,liabilities,USD,6587.865
IQ,2020-Q3,liabilities,USD,6885.92
IQ,2020-Q4,liabilities,USD,7682.375
IQ,2021-Q1,liabilities,USD,7414.552
IQ,2021-Q2,liabilities,USD,6822.933
IQ,2021-Q3,liabilities,USD,8321.851
IQ,2021-Q4,liabilities,USD,9125.075
IQ,2022-Q1,liabilities,USD,11361.75
IQ,2022-Q2,liabilities,USD,11572.359
IQ,2022-Q3,liabilities,USD,13432.327
IQ,2022-Q4,liabilities,USD,12614.835
IQ,2023-Q1,liabilities,USD,12480.898
IQ,2023-Q2,liabilities,USD,13315.327
IQ,2023-Q3,liabilities,USD,12432.531
IQ,2023-Q4,liabilities,USD,11602.777
IQ,2024-Q1,liabilities,USD,13842.141
IQ,2024-Q2,liabilities,USD,16499.602
IQ,2024-Q3,liabilities,USD,17437.713
IQ,2024-Q4,liabilities,USD,13062.708
IQ,2025-Q1,liabilities,USD,17153.273
IQ,2025-Q2,liabilities,USD,20484.587
IQ,2025-Q3,liabilities,USD,20992.867
IQ,2025-Q4,liabilities,USD,19061.226
IQ,2026-Q1,liabilities,USD,22773.733
IR,2000-Q1,liabilities,USD,5769.0
IR,2000-Q2,liabilities,USD,6992.0
IR,2000-Q3,liabilities,USD,9620.0
IR,2000-Q4,liabilities,USD,12630.0
IR,2001-Q1,liabilities,USD,13101.0
IR,2001-Q2,liabilities,USD,13255.0
IR,2001-Q3,liabilities,USD,13571.0
IR,2001-Q4,liabilities,USD,10999.0
IR,2002-Q1,liabilities,USD,10932.0
IR,2002-Q2,liabilities,USD,9916.0
IR,2002-Q3,liabilities,USD,8146.0
IR,2002-Q4,liabilities,USD,8030.0
IR,2003-Q1,liabilities,USD,8900.0
IR,2003-Q2,liabilities,USD,7982.0
IR,2003-Q3,liabilities,USD,7226.0
IR,2003-Q4,liabilities,USD,7127.0
IR,2004-Q1,liabilities,USD,8439.0
IR,2004-Q2,liabilities,USD,9195.0
IR,2004-Q3,liabilities,USD,10535.0
IR,2004-Q4,liabilities,USD,11041.0
IR,2005-Q1,liabilities,USD,12575.0
IR,2005-Q2,liabilities,USD,12329.0
IR,2005-Q3,liabilities,USD,13441.0
IR,2005-Q4,liabilities,USD,14679.0
IR,2006-Q1,liabilities,USD,16300.0
IR,2006-Q2,liabilities,USD,13002.0
IR,2006-Q3,liabilities,USD,12164.0
IR,2006-Q4,liabilities,USD,11867.0
IR,2007-Q1,liabilities,USD,8979.0
IR,2007-Q2,liabilities,USD,8880.0
IR,2007-Q3,liabilities,USD,8975.0
IR,2007-Q4,liabilities,USD,9369.0
IR,2008-Q1,liabilities,USD,10499.0
IR,2008-Q2,liabilities,USD,3594.0
IR,2008-Q3,liabilities,USD,2808.0
IR,2008-Q4,liabilities,USD,2493.0
IR,2009-Q1,liabilities,USD,2327.0
IR,2009-Q2,liabilities,USD,2159.0
IR,2009-Q3,liabilities,USD,1383.0
IR,2009-Q4,liabilities,USD,1360.0
IR,2010-Q1,liabilities,USD,1666.0
IR,2010-Q2,liabilities,USD,1727.0
IR,2010-Q3,liabilities,USD,670.0
IR,2010-Q4,liabilities,USD,1234.0
IR,2011-Q1,liabilities,USD,3096.0
IR,2011-Q2,liabilities,USD,1380.0
IR,2011-Q3,liabilities,USD,1949.0
IR,2011-Q4,liabilities,USD,843.0
IR,2012-Q1,liabilities,USD,754.386
IR,2012-Q2,liabilities,USD,1247.859
IR,2012-Q3,liabilities,USD,917.277
IR,2012-Q4,liabilities,USD,682.552
IR,2013-Q1,liabilities,USD,698.997
IR,2013-Q2,liabilities,USD,673.382
IR,2013-Q3,liabilities,USD,435.416
IR,2013-Q4,liabilities,USD,435.334
IR,2014-Q1,liabilities,USD,402.392
IR,2014-Q2,liabilities,USD,366.617
IR,2014-Q3,liabilities,USD,396.977
IR,2014-Q4,liabilities,USD,303.89
IR,2015-Q1,liabilities,USD,328.063
IR,2015-Q2,liabilities,USD,225.229
IR,2015-Q3,liabilities,USD,228.043
IR,2015-Q4,liabilities,USD,214.931
IR,2016-Q1,liabilities,USD,215.546
IR,2016-Q2,liabilities,USD,261.155
IR,2016-Q3,liabilities,USD,199.731
IR,2016-Q4,liabilities,USD,189.523
IR,2017-Q1,liabilities,USD,191.726
IR,2017-Q2,liabilities,USD,183.177
IR,2017-Q3,liabilities,USD,165.193
IR,2017-Q4,liabilities,USD,291.944
IR,2018-Q1,liabilities,USD,208.534
IR,2018-Q2,liabilities,USD,146.382
IR,2018-Q3,liabilities,USD,149.186
IR,2018-Q4,liabilities,USD,133.685
IR,2019-Q1,liabilities,USD,127.367
IR,2019-Q2,liabilities,USD,147.402
IR,2019-Q3,liabilities,USD,149.943
IR,2019-Q4,liabilities,USD,139.962
IR,2020-Q1,liabilities,USD,156.641
IR,2020-Q2,liabilities,USD,764.163
IR,2020-Q3,liabilities,USD,161.783
IR,2020-Q4,liabilities,USD,182.681
IR,2021-Q1,liabilities,USD,185.932
IR,2021-Q2,liabilities,USD,156.928
IR,2021-Q3,liabilities,USD,179.259
IR,2021-Q4,liabilities,USD,195.003
IR,2022-Q1,liabilities,USD,279.649
IR,2022-Q2,liabilities,USD,279.875
IR,2022-Q3,liabilities,USD,270.927
IR,2022-Q4,liabilities,USD,273.378
IR,2023-Q1,liabilities,USD,475.454
IR,2023-Q2,liabilities,USD,465.427
IR,2023-Q3,liabilities,USD,433.35
IR,2023-Q4,liabilities,USD,422.632
IR,2024-Q1,liabilities,USD,387.918
IR,2024-Q2,liabilities,USD,371.451
IR,2024-Q3,liabilities,USD,400.512
IR,2024-Q4,liabilities,USD,395.009
IR,2025-Q1,liabilities,USD,459.578
IR,2025-Q2,liabilities,USD,457.256
IR,2025-Q3,liabilities,USD,466.61
IR,2025-Q4,liabilities,USD,456.069
IR,2026-Q1,liabilities,USD,453.375
IS,2000-Q1,liabilities,USD,298.0
IS,2000-Q2,liabilities,USD,172.0
IS,2000-Q3,liabilities,USD,260.0
IS,2000-Q4,liabilities,USD,215.0
IS,2001-Q1,liabilities,USD,231.0
IS,2001-Q2,liabilities,USD,195.0
IS,2001-Q3,liabilities,USD,200.0
IS,2001-Q4,liabilities,USD,219.0
IS,2002-Q1,liabilities,USD,190.0
IS,2002-Q2,liabilities,USD,199.0
IS,2002-Q3,liabilities,USD,163.0
IS,2002-Q4,liabilities,USD,252.0
IS,2003-Q1,liabilities,USD,186.0
IS,2003-Q2,liabilities,USD,191.0
IS,2003-Q3,liabilities,USD,215.0
IS,2003-Q4,liabilities,USD,442.0
IS,2004-Q1,liabilities,USD,359.0
IS,2004-Q2,liabilities,USD,233.0
IS,2004-Q3,liabilities,USD,307.0
IS,2004-Q4,liabilities,USD,355.0
IS,2005-Q1,liabilities,USD,508.0
IS,2005-Q2,liabilities,USD,716.0
IS,2005-Q3,liabilities,USD,637.0
IS,2005-Q4,liabilities,USD,1250.0
IS,2006-Q1,liabilities,USD,958.0
IS,2006-Q2,liabilities,USD,1204.0
IS,2006-Q3,liabilities,USD,1779.0
IS,2006-Q4,liabilities,USD,1467.0
IS,2007-Q1,liabilities,USD,1641.0
IS,2007-Q2,liabilities,USD,1545.0
IS,2007-Q3,liabilities,USD,1478.0
IS,2007-Q4,liabilities,USD,1077.0
IS,2008-Q1,liabilities,USD,1105.0
IS,2008-Q2,liabilities,USD,1590.0
IS,2008-Q3,liabilities,USD,1271.0
IS,2008-Q4,liabilities,USD,791.0
IS,2009-Q1,liabilities,USD,414.0
IS,2009-Q2,liabilities,USD,389.0
IS,2009-Q3,liabilities,USD,370.0
IS,2009-Q4,liabilities,USD,474.0
IS,2010-Q1,liabilities,USD,561.0
IS,2010-Q2,liabilities,USD,745.0
IS,2010-Q3,liabilities,USD,1148.0
IS,2010-Q4,liabilities,USD,1126.0
